cntr_01 name RA Dec elliptical spiral photoz photozErr FUV NUV U G R I Z J H K W1 W2 W3 W4
485 1237645876881916025 23.6619706498759 -1.02209943031981 0.043218 0.956782 0.077612 0.013693 -16.3302004726617 -16.5355704726617 -19.6052 -20.9571 -21.5241 -21.7164 -21.9652 -9999.0 -9999.0 -9999.0 -22.7907104726617 -22.9867104726617 -26.2847104726617 -29.512710472661702
486 1237645876881916065 23.7031190513517 -1.02125222724552 0.262017 0.737983 0.060352 0.016335 -15.331488521023596 -15.282338521023599 -18.7902 -19.9089 -20.3296 -20.481 -20.6118 -9999.0 -9999.0 -9999.0 -22.924258521023596 -23.029258521023596 -26.165258521023596 -28.8222585210236
487 1237645876881916191 23.6318044888191 -0.855875580536493 0.200109 0.799891 0.085124 0.025898 -16.11578676711232 -16.06663676711232 -18.1551 -19.2868 -19.6547 -19.8291 -20.1836 -9999.0 -9999.0 -9999.0 -23.70855676711232 -23.813556767112317 -26.94955676711232 -29.60655676711232
488 1237645876881981569 23.7804549678522 -1.00665719789335 0.158981 0.841019 0.079907 0.015361 -9999.0 -9999.0 -19.2939 -20.9522 -21.6298 -22.0123 -22.2452 -21.6404340645146 -22.6434340645146 -23.178434064514605 -23.776434064514604 -23.8824340645146 -26.6924340645146 -30.0334340645146
491 1237645876882112697 24.0435573960862 -0.985380085323136 0.102567 0.897433 0.069301 0.015827 -17.336067256246793 -17.66194725624679 -18.6007 -19.6587 -20.0415 -20.2122 -20.1946 -22.367197256246794 -23.118197256246795 -22.590197256246796 -23.982197256246792 -24.33019725624679 -28.009197256246793 -30.201197256246793
492 1237645876882112698 24.0435573960862 -0.985380085323136 0.102567 0.897433 0.069301 0.015827 -9999.0 -9999.0 -18.6007 -19.6587 -20.0415 -20.2122 -20.1946 -21.680197256246792 -22.783197256246794 -23.402197256246794 -24.350197256246794 -24.578197256246796 -27.111197256246793 -28.963197256246794
493 1237645876882374740 24.6582633988344 -0.935597217898098 0.016187 0.983813 0.074233 0.017492 -16.36259008955372 -16.88985008955372 -19.4765 -21.0107 -21.7105 -22.0946 -22.4276 -9999.0 -9999.0 -9999.0 -22.247960089553718 -22.497960089553718 -25.960960089553716 -28.83096008955372
494 1237645876882440306 24.8548912545133 -0.91425998753576 0.141424 0.858576 0.052224 0.012493 -9999.0 -9999.0 -18.2876 -19.5408 -20.0009 -20.1212 -20.2979 -20.778554202471806 -21.720554202471803 -22.544554202471804 -23.206554202471807 -23.621554202471806 -27.562554202471805 -29.065554202471805
495 1237645876882440307 24.8548900598024 -0.914259544517622 0.142258 0.857742 0.052224 0.012493 -9999.0 -9999.0 -18.2876 -19.5408 -20.0009 -20.1212 -20.2979 -9999.0 -9999.0 -9999.0 -22.508554202471807 -22.717554202471803 -26.661554202471805 -28.762554202471804
496 1237645876882636863 25.3097581975339 -1.03812871291659 0.119239 0.880761 0.087347 0.024775 -9999.0 -20.27543705082308 -19.018 -20.3017 -20.9147 -21.1856 -21.4495 -22.02883705082308 -22.583837050823078 -22.98283705082308 -24.234837050823078 -24.40283705082308 -28.21283705082308 -30.00683705082308
500 1237645876882833524 25.78914140673 -0.967670920078538 0.030619 0.969381 0.056268 0.011529 -17.564756726792623 -18.066946726792622 -18.8473 -20.0518 -20.585 -20.8195 -21.0414 -20.99779672679262 -21.794796726792626 -22.274796726792623 -23.173796726792624 -23.37279672679262 -27.182796726792624 -28.819796726792624
501 1237645876882833525 25.7891371430578 -0.967686919341787 0.027692 0.972308 0.056268 0.011529 -9999.0 -15.266506726792622 -18.8473 -20.0518 -20.585 -20.8195 -21.0414 -9999.0 -9999.0 -9999.0 -19.66579672679262 -20.566796726792624 -24.826796726792622 -27.981796726792624
502 1237645876882964614 25.9938416238816 -1.02147062900005 0.389378 0.610622 0.09632 0.021353 -9999.0 -18.580475972123654 -19.6605 -20.6385 -21.1886 -21.3957 -21.4598 -21.386395972123655 -22.318395972123653 -23.342395972123654 -23.874395972123654 -24.006395972123656 -27.296395972123655 -29.507395972123653
503 1237645876882964615 25.9938416238816 -1.02147062900005 0.389378 0.610622 0.09632 0.021353 -9999.0 -18.580475972123654 -19.6605 -20.6385 -21.1886 -21.3957 -21.4598 -21.386395972123655 -22.318395972123653 -23.342395972123654 -23.874395972123654 -24.006395972123656 -27.296395972123655 -29.507395972123653
504 1237645876883030139 26.2258866320473 -0.878895733535049 0.076574 0.923426 0.048681 0.008599 -16.82677365086322 -17.17043365086322 -18.4824 -19.4142 -19.7992 -19.8955 -20.1684 -20.05146365086322 -21.66746365086322 -22.30246365086322 -22.385463650863223 -22.54746365086322 -25.94746365086322 -28.059463650863222
505 1237645876883095765 26.353104746146 -0.900587086362965 0.135528 0.864472 0.079766 0.024458 -16.52180774855465 -17.06562774855465 -19.2872 -20.0999 -20.5839 -21.0159 -21.3433 -21.93038774855465 -22.64838774855465 -23.16638774855465 -23.80238774855465 -24.011387748554654 -27.655387748554652 -29.90138774855465
506 1237645876883095766 26.353104746146 -0.900587086362965 0.135528 0.864472 0.079766 0.024458 -18.91417774855465 -19.200887748554653 -19.2872 -20.0999 -20.5839 -21.0159 -21.3433 -21.29138774855465 -21.90038774855465 -22.181387748554652 -23.133387748554654 -23.29938774855465 -25.85738774855465 -29.65038774855465
507 1237645876883161194 26.497199995467 -0.945331900347851 0.364285 0.635715 0.071986 0.015864 -17.44530607985089 -17.93224607985089 -18.9633 -20.3249 -20.8795 -21.1819 -21.273 -9999.0 -9999.0 -9999.0 -22.182816079850888 -22.29881607985089 -25.16081607985089 -28.622816079850892
508 1237645876883226755 26.6734738353146 -0.930182251026369 0.003753 0.996247 0.055418 0.018438 -17.135945421322383 -17.67383542132238 -18.0418 -19.1982 -19.6152 -19.7439 -19.9956 -20.231425421322385 -20.795425421322385 -22.32442542132238 -22.43242542132238 -22.639425421322382 -26.197425421322382 -28.11542542132238
509 1237645876883226756 26.6734738353146 -0.930182251026369 0.003753 0.996247 0.055418 0.018438 -16.101765421322384 -16.537715421322382 -18.0418 -19.1982 -19.6152 -19.7439 -19.9956 -9999.0 -9999.0 -9999.0 -22.177425421322383 -22.466425421322384 -25.32442542132238 -28.582425421322384
511 1237645876883488841 27.2909364191971 -0.888237953548978 0.044612 0.955388 0.09322 0.023879 -9999.0 -9999.0 -19.3571 -20.6673 -21.3092 -21.6226 -21.8943 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
513 1237645876883554389 27.3272174369502 -0.947981831862431 0.037553 0.962447 0.04813 0.011746 -16.423001794793688 -16.71794179479369 -18.7101 -19.8353 -20.3879 -20.5507 -20.7535 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
514 1237645876883619936 27.5348626768928 -0.888845355243801 0.000601 0.999399 0.065797 0.019394 -17.1293070940916 -17.424247094091598 -18.2648 -19.6145 -20.1859 -20.3969 -20.7131 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
515 1237645876883685575 27.7438871780236 -0.956482607728343 0.366241 0.633759 0.098731 0.026311 -15.907803922991892 -16.49659392299189 -18.9965 -20.3449 -20.7731 -21.0871 -21.2437 -9999.0 -9999.0 -9999.0 -22.991603922991892 -23.169603922991893 -26.564603922991893 -28.855603922991893
516 1237645876883685869 27.706359975577 -0.828455944042664 0.487225 0.512775 0.072749 0.019003 -15.206066467232437 -15.794856467232437 -18.5342 -19.1116 -19.4149 -19.4984 -19.5357 -9999.0 -9999.0 -9999.0 -22.289866467232436 -22.46786646723244 -25.862866467232436 -28.15386646723244
517 1237645876883751101 27.8371954169356 -0.994579564958238 0.112421 0.887579 0.089623 0.02298 -14.955012794576518 -17.012182794576518 -18.947 -20.2391 -20.7939 -21.0474 -21.2734 -9999.0 -9999.0 -9999.0 -22.56206279457652 -22.47206279457652 -25.682062794576517 -29.950062794576517
519 1237645876883882096 28.1204102106799 -1.021796869616 0.031401 0.968599 0.075451 0.01972 -19.512098000635206 -19.703558000635205 -18.2204 -20.4633 -21.0655 -21.4318 -21.6339 -9999.0 -9999.0 -9999.0 -22.843138000635204 -23.168138000635203 -27.035138000635204 -28.847138000635205
524 1237645876883947628 28.3099369008224 -0.941147517286276 0.057726 0.942274 0.050422 0.009145 -18.13089108656297 -18.507361086562966 -18.9894 -20.0742 -20.5131 -20.6485 -20.9061 -19.994491086562967 -21.442491086562967 -21.89749108656297 -22.082491086562968 -22.265491086562967 -26.021491086562968 -28.29849108656297
525 1237645876883947629 28.3099369008224 -0.941147517286276 0.057726 0.942274 0.050422 0.009145 -16.036691086562968 -16.49692108656297 -18.9894 -20.0742 -20.5131 -20.6485 -20.9061 -9999.0 -9999.0 -9999.0 -21.905491086562968 -22.13849108656297 -24.97349108656297 -27.83049108656297
526 1237645876883947639 28.3308313607911 -0.963321637414972 0.055333 0.944667 0.081595 0.02904 -17.86203346109597 -18.36622346109597 -19.0881 -20.3288 -20.9995 -21.267 -21.5597 -20.95535346109597 -22.76235346109597 -23.074353461095967 -23.17035346109597 -23.34635346109597 -27.17035346109597 -29.473353461095968
527 1237645876883947764 28.2783717775133 -1.00960994729841 0.257566 0.742434 0.050268 0.032632 -16.76228805510277 -17.26647805510277 -18.0333 -17.9937 -18.5759 -18.607 -18.8562 -19.85560805510277 -21.66260805510277 -21.97460805510277 -22.070608055102767 -22.24660805510277 -26.070608055102767 -28.37360805510277
529 1237645876884013197 28.4310007043109 -0.971822366288607 0.055854 0.944146 0.050152 0.011416 -9999.0 -14.165689947860443 -18.8786 -20.6162 -21.3324 -21.7004 -22.0477 -20.347409947860445 -21.062409947860445 -21.681409947860445 -22.60040994786044 -22.929409947860442 -25.509409947860444 -27.866409947860443
530 1237645876884013199 28.4310130216043 -0.971825871380103 0.05203 0.94797 0.050152 0.011416 -9999.0 -14.165689947860443 -18.8786 -20.6162 -21.3324 -21.7004 -22.0477 -20.347409947860445 -21.062409947860445 -21.681409947860445 -22.60040994786044 -22.929409947860442 -25.509409947860444 -27.866409947860443
531 1237645876884013234 28.5033151976542 -1.01479480763318 0.061573 0.938427 0.079928 0.011531 -17.751176124618972 -18.181026124618974 -19.036 -20.5944 -21.2184 -21.5824 -21.7297 -9999.0 -9999.0 -9999.0 -22.483036124618973 -22.84803612461897 -25.946036124618974 -29.130036124618975
532 1237645876884013235 28.5033246899782 -1.01480157398857 0.067049 0.932951 0.079928 0.011531 -17.39683612461897 -17.767616124618975 -19.036 -20.5944 -21.2184 -21.5824 -21.7297 -9999.0 -9999.0 -9999.0 -23.033036124618974 -23.337036124618976 -26.447036124618975 -28.998036124618974
533 1237645876884013236 28.5033246899782 -1.01480157398857 0.067049 0.932951 0.079928 0.011531 -17.39683612461897 -17.767616124618975 -19.036 -20.5944 -21.2184 -21.5824 -21.7297 -9999.0 -9999.0 -9999.0 -23.033036124618974 -23.337036124618976 -26.447036124618975 -28.998036124618974
536 1237645876884340924 29.1828658943006 -0.978988397934616 0.464899 0.535101 0.052615 0.016434 -15.293760768371532 -15.933700768371532 -18.2077 -19.2623 -19.6625 -19.7983 -19.9711 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
538 1237645876884603248 29.8695049050385 -0.961730782015168 0.114977 0.885023 0.027198 0.016838 -14.091108382359387 -14.509768382359386 -15.4094 -16.9958 -17.1537 -17.1896 -17.2949 -9999.0 -9999.0 -9999.0 -20.076158382359385 -20.116158382359387 -23.500158382359388 -26.984158382359386
539 1237645876884603249 29.8695045291432 -0.961730741681819 0.116898 0.883102 0.027198 0.016838 -14.091108382359387 -14.509768382359386 -15.4094 -16.9958 -17.1537 -17.1896 -17.2949 -9999.0 -9999.0 -9999.0 -20.076158382359385 -20.116158382359387 -23.500158382359388 -26.984158382359386
540 1237645876884668605 29.8695301162026 -0.961725527257154 0.116524 0.883476 0.027198 0.016838 -16.001378382359384 -16.208808382359386 -15.4094 -16.9958 -17.1537 -17.1896 -17.2949 -9999.0 -9999.0 -9999.0 -20.453158382359383 -20.680158382359387 -24.238158382359387 -26.931158382359385
546 1237645876884734242 30.1219110125124 -0.882247545630464 0.025383 0.974617 0.086855 0.02261 -14.933871646375286 -16.166331646375284 -19.1848 -20.3422 -21.0427 -21.2821 -21.4803 -23.438841646375284 -24.340841646375285 -24.644841646375284 -25.196841646375283 -25.236841646375282 -26.592841646375284 -29.948841646375286
547 1237645876884734243 30.1219174065418 -0.882241759804897 0.014075 0.985925 0.086855 0.02261 -17.812711646375284 -18.345111646375287 -19.1848 -20.3422 -21.0427 -21.2821 -21.4803 -22.420841646375283 -22.070841646375285 -23.40484164637528 -23.824841646375283 -23.991841646375285 -27.148841646375285 -30.082841646375286
548 1237645876884799587 30.1911209389448 -0.908066341729584 0.024852 0.975148 0.042011 0.011194 -16.166849342909025 -16.69924934290902 -18.2662 -20.4071 -21.0803 -21.503 -21.9021 -20.77497934290902 -20.42497934290902 -21.758979342909022 -22.178979342909024 -22.345979342909022 -25.502979342909022 -28.43697934290902
549 1237645876884799589 30.1911266552672 -0.908077202302516 0.025944 0.974056 0.042011 0.011194 -14.656919342909022 -15.07888934290902 -18.2662 -20.4071 -21.0803 -21.503 -21.9021 -9999.0 -9999.0 -9999.0 -20.166979342909023 -20.32997934290902 -24.453979342909022 -27.784979342909022
550 1237645876884865184 30.3913700858905 -0.830831163022498 0.181521 0.818479 0.02187 0.008726 -14.220700178470965 -14.744610178470962 -17.3734 -18.2272 -18.3121 -18.5574 -18.6572 -18.878070178470963 -19.755070178470966 -19.855070178470964 -20.920070178470965 -21.097070178470965 -24.107070178470963 -26.362070178470965
551 1237645876884865186 30.4350539332242 -0.934434649736905 0.218138 0.781862 0.041234 0.010189 -16.365611565400997 -16.820711565400998 -18.7962 -20.5292 -21.2449 -21.6306 -21.8845 -20.095211565400994 -20.929211565400998 -21.484211565400997 -22.127211565400998 -22.232211565400995 -25.386211565401 -27.788211565401
553 1237645876884930578 30.4924887529927 -0.99775166732238 0.11782 0.88218 0.040568 0.008247 -16.68768681667964 -16.95625681667964 -18.9086 -20.6518 -21.3866 -21.7702 -22.0127 -9999.0 -9999.0 -9999.0 -20.78979681667964 -21.16079681667964 -24.92879681667964 -27.55879681667964
554 1237645876884930662 30.5385662364992 -0.887000886868879 0.156297 0.843703 0.040197 0.011664 -15.88888867504093 -9999.0 -18.1095 -19.2555 -19.7234 -19.9141 -20.103 -19.78725867504093 -20.418258675040928 -21.764258675040928 -21.706258675040928 -21.868258675040927 -24.667258675040927 -27.789258675040927
557 1237645876884996235 30.6697058938105 -0.825847615100045 0.170897 0.829103 0.034889 0.010603 -14.415520333787182 -15.116880333787183 -17.7629 -18.8475 -19.2908 -19.3781 -19.5988 -9999.0 -9999.0 -9999.0 -19.219280333787182 -19.205280333787183 -24.191280333787184 -27.478280333787183
559 1237645876885061789 30.8924533891653 -1.01683860835273 0.170765 0.829235 0.050902 0.01537 -9999.0 -18.432524941225974 -17.9885 -19.5662 -20.2785 -20.6142 -20.8318 -21.409814941225974 -22.295814941225974 -22.788814941225972 -24.357814941225975 -24.397814941225974 -27.617814941225973 -29.692814941225972
561 1237645876885127471 31.001067052337 -0.95191466062176 0.076954 0.923046 0.046687 0.017325 -15.480747108902849 -16.07978710890285 -17.6259 -18.6099 -18.9663 -19.042 -19.0809 -9999.0 -9999.0 -9999.0 -20.587517108902848 -20.50551710890285 -24.60351710890285 -27.53951710890285
562 1237645876885192888 31.2086369264027 -0.947049115622781 0.018097 0.981903 0.05215 0.016036 -14.641239738160586 -15.206269738160586 -18.3466 -19.2643 -19.6877 -19.7652 -19.9119 -9999.0 -9999.0 -9999.0 -20.89435973816059 -20.68235973816059 -24.79335973816059 -27.953359738160586
563 1237645876885258422 31.236956964078 -0.892862976243789 0.135153 0.864847 0.06334 0.011505 -16.265444269105824 -17.478264269105825 -18.9388 -20.0004 -20.416 -20.5032 -20.5385 -23.446784269105827 -24.082784269105826 -24.634784269105825 -25.679784269105824 -25.709784269105825 -27.906784269105827 -29.602784269105825
564 1237645876885258423 31.236956964078 -0.892862976243789 0.135153 0.864847 0.06334 0.011505 -17.550354269105824 -18.161634269105825 -18.9388 -20.0004 -20.416 -20.5032 -20.5385 -21.545784269105823 -21.856784269105823 -23.260784269105827 -23.627784269105824 -23.712784269105825 -26.701784269105826 -28.912784269105828
565 1237645876885258568 31.2647993284609 -1.02660882125975 0.348121 0.651879 0.077884 0.024877 -18.021286086491695 -18.632566086491696 -18.8412 -19.895 -20.1896 -20.4496 -20.2277 -22.016716086491698 -22.327716086491698 -23.731716086491698 -24.0987160864917 -24.1837160864917 -27.172716086491697 -29.383716086491695
568 1237645876885389545 31.5775601589444 -0.940793545170914 0.203509 0.796491 0.074654 0.027746 -18.306976095138346 -18.766966095138343 -18.8903 -19.7107 -20.2022 -20.2755 -20.3994 -9999.0 -9999.0 -9999.0 -23.161876095138346 -23.417876095138347 -26.759876095138345 -29.172876095138342
571 1237645876885520513 31.9315976724781 -1.01394709931961 0.082077 0.917923 0.074485 0.017338 -17.982909671917977 -18.752119671917974 -19.1359 -20.451 -20.9697 -21.1895 -21.2928 -23.320699671917975 -24.213699671917976 -24.760699671917976 -25.840699671917974 -26.015699671917975 -29.647699671917977 -32.11369967191798
572 1237645876885520514 31.9315914975414 -1.01394665895554 0.085594 0.914406 0.074485 0.017338 -16.738959671917975 -17.316479671917975 -19.1359 -20.451 -20.9697 -21.1895 -21.2928 -20.902699671917976 -21.579699671917975 -22.708699671917977 -22.981699671917973 -23.126699671917976 -26.435699671917973 -28.930699671917974
573 1237645876885520539 31.8245892007262 -0.900274380220881 0.490128 0.509872 0.061368 0.027539 -15.949114263660555 -9999.0 -18.5777 -19.5385 -20.148 -20.312 -20.6971 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
576 1237645876885717139 32.3863816361184 -0.999908800934395 0.191777 0.808223 0.033428 0.005808 -13.552121627550395 -13.959831627550393 -18.5479 -19.3961 -19.8291 -19.9429 -20.0692 -9999.0 -9999.0 -9999.0 -20.826051627550395 -21.141051627550397 -24.251051627550396 -27.612051627550393
577 1237645876885717140 32.3863816361184 -0.999908800934395 0.191777 0.808223 0.033428 0.005808 -15.135271627550395 -15.453761627550396 -18.5479 -19.3961 -19.8291 -19.9429 -20.0692 -19.569051627550394 -20.813051627550394 -20.582051627550392 -21.549051627550394 -21.749051627550394 -25.384051627550395 -27.243051627550393
578 1237645876885782657 32.5240464589012 -0.860763713248899 0.031695 0.968305 0.03548 0.008686 -17.26904015562035 -17.758130155620346 -18.2016 -19.0849 -19.4454 -19.574 -19.7236 -20.34870015562035 -20.86370015562035 -21.361700155620348 -22.852700155620347 -22.969700155620348 -26.29070015562035 -28.463700155620348
579 1237645876885848172 32.6481252155403 -0.937595988382252 0.15402 0.84598 0.072513 0.013623 -9999.0 -9999.0 -20.2765 -21.3643 -22.0392 -22.2774 -22.463 -20.811453438453498 -21.6124534384535 -22.6674534384535 -23.2014534384535 -23.479453438453497 -25.6784534384535 -29.122453438453498
580 1237645876885848173 32.6481274380926 -0.937598029374444 0.139366 0.860634 0.072513 0.013623 -18.010973438453497 -18.4924434384535 -20.2765 -21.3643 -22.0392 -22.2774 -22.463 -21.887453438453498 -22.5764534384535 -23.0084534384535 -23.7944534384535 -23.897453438453496 -27.0304534384535 -29.334453438453497
581 1237645876885848174 32.6481274380926 -0.937598029374444 0.139366 0.860634 0.072513 0.013623 -16.851993438453498 -9999.0 -20.2765 -21.3643 -22.0392 -22.2774 -22.463 -21.124453438453497 -21.790453438453497 -22.1004534384535 -23.320453438453498 -23.480453438453498 -27.067453438453498 -28.988453438453497
582 1237645876885848213 32.6030993855867 -0.884598933020006 0.022182 0.977818 0.04256 0.016269 -18.71802058953328 -19.026140589533277 -17.7015 -18.8295 -19.244 -19.3566 -19.4793 -20.76004058953328 -20.442040589533278 -22.11204058953328 -22.44004058953328 -22.607040589533277 -26.28604058953328 -28.49504058953328
583 1237645876885913808 32.8252201442908 -0.980760611544084 0.108735 0.891265 0.040312 0.011675 -14.277964603230329 -9999.0 -18.8429 -19.7591 -20.3008 -20.5293 -20.7869 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
584 1237645876885913809 32.8252201442908 -0.980760611544084 0.108735 0.891265 0.040312 0.011675 -16.406284603230333 -16.78810460323033 -18.8429 -19.7591 -20.3008 -20.5293 -20.7869 -19.498644603230332 -20.43864460323033 -21.55764460323033 -21.562644603230332 -21.84864460323033 -25.04264460323033 -28.09064460323033
585 1237645876885913899 32.83917949513 -0.994530324117874 0.069821 0.930179 0.074396 0.015053 -19.15548911134179 -19.422529111341788 -19.0223 -19.6886 -20.0267 -20.2018 -20.4616 -21.49596911134179 -23.23696911134179 -23.41396911134179 -23.392969111341788 -23.55396911134179 -27.24696911134179 -29.851969111341788
586 1237645876885913900 32.83917949513 -0.994530324117874 0.069821 0.930179 0.074396 0.015053 -15.858149111341788 -16.25608911134179 -19.0223 -19.6886 -20.0267 -20.2018 -20.4616 -21.380969111341788 -22.14696911134179 -22.592969111341787 -23.48096911134179 -23.778969111341787 -26.20496911134179 -28.61896911134179
587 1237645876885913924 32.7218161618088 -0.920631744803592 0.00153 0.99847 0.075922 0.017871 -17.372381085077127 -17.000311085077126 -18.4372 -19.8817 -20.3197 -20.6129 -20.8615 -9999.0 -9999.0 -9999.0 -22.662361085077123 -22.768361085077125 -26.277361085077125 -29.061361085077124
588 1237645876885913925 32.7218161618088 -0.920631744803592 0.00153 0.99847 0.075922 0.017871 -18.421161085077124 -18.587161085077124 -18.4372 -19.8817 -20.3197 -20.6129 -20.8615 -9999.0 -9999.0 -9999.0 -21.397361085077126 -21.621361085077126 -25.884361085077124 -28.718361085077127
589 1237645876886110307 33.1830479925621 -0.834404300666828 0.0 1.0 0.098541 0.02096 -9999.0 -16.149953902802775 -19.9352 -21.0312 -21.693 -21.9254 -22.2733 -9999.0 -9999.0 -9999.0 -22.063143902802775 -22.316143902802775 -26.376143902802774 -29.639143902802775
590 1237645876886110308 33.1830490758775 -0.834409886197954 0.00071 0.99929 0.098541 0.02096 -17.178873902802774 -17.587383902802774 -19.9352 -21.0312 -21.693 -21.9254 -22.2733 -9999.0 -9999.0 -9999.0 -21.607143902802775 -21.591143902802774 -25.963143902802777 -29.831143902802776
591 1237645876886110318 33.2230949238525 -0.908505893335688 0.165003 0.834997 0.054892 0.00913 -17.400949938502407 -17.809969938502405 -19.3714 -20.3686 -20.7847 -20.8501 -20.7976 -9999.0 -9999.0 -9999.0 -22.704899938502408 -22.897899938502405 -26.341899938502408 -28.941899938502406
593 1237645876886241366 33.5076792694498 -0.97744576617024 0.113892 0.886108 0.019717 0.00478 -14.262726955460952 -14.715796955460952 -17.9733 -18.8878 -19.303 -19.4545 -19.6648 -9999.0 -9999.0 -9999.0 -18.71451695546095 -18.82451695546095 -22.76351695546095 -26.05651695546095
595 1237645876886765802 34.7756022849536 -0.961109946387277 0.17724 0.82276 0.093688 0.027839 -17.828194142327924 -18.357564142327924 -18.5525 -19.9101 -20.4174 -20.7164 -20.8071 -22.496374142327923 -23.25037414232792 -23.79937414232792 -24.586374142327923 -24.87837414232792 -27.785374142327925 -30.36737414232792
597 1237645876887027762 35.3090068977384 -0.886713868161615 0.112738 0.887262 0.035439 0.020466 -14.681473904488294 -15.683413904488296 -17.7455 -18.8805 -19.5094 -19.6678 -19.7839 -20.393123904488295 -20.995123904488295 -21.422123904488295 -22.170123904488293 -22.297123904488295 -25.946123904488296 -28.430123904488294
600 1237645876887093503 35.4632992331917 -0.962632880283702 0.051412 0.948588 0.047752 0.016491 -17.69634739005579 -18.02412739005579 -18.2015 -19.131 -19.5968 -19.6776 -19.7022 -9999.0 -9999.0 -9999.0 -21.229167390055792 -21.10616739005579 -24.61116739005579 -28.38216739005579
601 1237645876887093504 35.4632992331917 -0.962632880283702 0.051412 0.948588 0.047752 0.016491 -15.564427390055792 -15.79250739005579 -18.2015 -19.131 -19.5968 -19.6776 -19.7022 -9999.0 -9999.0 -9999.0 -20.543167390055793 -20.53216739005579 -24.521167390055794 -28.17916739005579
603 1237645876887355697 36.139103963751 -0.962802438385478 0.224156 0.775844 0.040762 0.013262 -14.777453787506882 -9999.0 -17.9099 -19.0115 -19.4971 -19.7153 -19.5907 -21.76846378750688 -22.70146378750688 -23.298463787506883 -24.481463787506883 -24.65746378750688 -28.100463787506882 -29.95346378750688
605 1237645876887421008 36.2032229275017 -0.90085260357315 0.100009 0.899991 0.068554 0.017071 -16.350196930054917 -17.09459693005492 -18.9826 -20.0763 -20.543 -20.67 -20.9827 -22.49552693005492 -23.281526930054916 -23.741526930054917 -24.31552693005492 -24.339526930054916 -26.38652693005492 -29.14252693005492
606 1237645876887421014 36.2209770432552 -0.838561137773678 0.018195 0.981805 0.081582 0.019344 -16.74765803801054 -17.49205803801054 -18.7025 -19.7242 -20.1617 -20.2941 -20.4816 -22.892988038010543 -23.67898803801054 -24.138988038010538 -24.712988038010543 -24.73698803801054 -26.78398803801054 -29.53998803801054
607 1237645876887421016 36.2232550541826 -1.0075535988137 0.017055 0.982945 0.075542 0.02152 -15.346982584848117 -15.411272584848117 -19.3047 -20.3867 -20.9722 -21.142 -21.4146 -20.951892584848117 -21.54889258484812 -22.299892584848116 -22.85089258484812 -23.134892584848117 -26.256892584848117 -29.025892584848116
608 1237645876887421017 36.223235263669 -1.00753917394092 0.018405 0.981595 0.075542 0.02152 -15.346982584848117 -15.411272584848117 -19.3047 -20.3867 -20.9722 -21.142 -21.4146 -20.951892584848117 -21.54889258484812 -22.299892584848116 -22.85089258484812 -23.134892584848117 -26.256892584848117 -29.025892584848116
609 1237645876887421033 36.2401231048116 -0.910364229462616 0.0189 0.9811 0.071133 0.016628 -9999.0 -14.828228249089983 -19.3762 -20.5173 -20.9 -21.0712 -21.2463 -21.743638249089983 -22.556638249089982 -22.844638249089982 -23.511638249089984 -23.463638249089982 -25.115638249089983 -28.652638249089982
610 1237645876887552203 36.5114816535807 -1.00922032113388 0.036155 0.963845 0.084073 0.026608 -9999.0 -15.138655342250594 -17.7346 -18.9512 -19.3523 -19.5257 -19.5836 -22.126015342250597 -22.939015342250592 -23.227015342250596 -23.894015342250594 -23.846015342250595 -25.498015342250596 -29.035015342250595
614 1237645876887748712 37.0017120804599 -1.02536515761257 0.006915 0.993085 0.083644 0.016928 -16.510237500728458 -17.160457500728462 -19.5348 -20.7041 -21.2623 -21.4884 -21.7041 -21.87926750072846 -22.54926750072846 -23.02526750072846 -23.816267500728458 -24.121267500728457 -27.127267500728458 -29.47426750072846
616 1237645876887814292 37.1776698799321 -0.849253318524767 0.404912 0.595088 0.066924 0.012232 -17.701887536909382 -18.36735753690938 -19.4325 -21.0956 -21.703 -22.0228 -22.2629 -23.581787536909385 -24.321787536909383 -24.810787536909384 -25.785787536909382 -25.710787536909386 -27.107787536909385 -29.070787536909386
617 1237645876887814296 37.1776720054573 -0.84926315981246 0.438038 0.561962 0.066924 0.012232 -17.800907536909385 -18.126407536909383 -19.4325 -21.0956 -21.703 -22.0228 -22.2629 -21.515787536909386 -22.370787536909383 -22.958787536909384 -24.128787536909385 -24.742787536909383 -28.289787536909387 -31.007787536909383
619 1237645876888010994 37.580665997362 -0.864187475190984 0.335829 0.664171 0.073075 0.014773 -9999.0 -9999.0 -19.8918 -21.1921 -21.7523 -22.0484 -22.2244 -21.362068744850113 -22.965068744850115 -22.575068744850114 -23.05806874485011 -23.22606874485011 -26.545068744850113 -29.09506874485011
