Name,T90,Flnc,Flnc_err,Pflux1024,Pflux1024_err,Pflux64,Pflux64_err,PfluxBand,PfluxBand_err,Norm,Epk,alpha,alpha_perr,alpha_nerr,beta,W 
GRB100510810,31.169,3.7181e-6,5.0843e-8,4.3206,0.2231,6.6985,1.2084,2.953097e-7,1.02121e-7,0.01347279,96.86693,-1.274509,0.401637,0.401637,-3.10583,1.28
GRB100511035,42.433,0.000029972,1.0343e-7,14.4628,0.2333,24.8719,1.0057,3.306922e-6,1.428196e-7,0.04230724,598.3624,-0.9247469,0.05100033,0.05100033,-2.541484,1.26
GRB100513879,11.136,3.7117e-6,5.1765e-8,7.1357,0.2176,9.6848,0.9939,7.591016e-7,7.706525e-8,0.04288005,122.2717,-0.8381798,0.1896761,0.1896761,-2.541525,1.22
GRB100515467,10.624,6.113e-6,5.0815e-8,16.231,0.2392,19.337,0.9974,1.918579e-6,9.837165e-8,0.0864617,174.0337,-0.7877911,0.06683075,0.06683075,-4.037929,0.96
GRB100516369,2.112,1.8798e-7,1.2836e-8,1.5995,0.2028,5.0935,1.0566,1.138195e-6,3.1279e-7,0.08154146,157.1111,-0.0488752,1.025165,1.025165,-2.309806,1.43
GRB100516396,0.64,1.8423e-7,1.8716e-8,1.1386,0.1238,3.5431,0.4657,7.974721e-7,2.99227e-7,1184.997,168.1065,19.10632,29.06913,29.06913,-3.155147,0.00
GRB100517072,55.808,6.5888e-6,1.7362e-8,13.7468,0.2625,18.6841,1.1922,1.059578e-6,1.099618e-7,0.03807367,96.7559,-1.437498,0.09915799,0.09915799,-3.017997,1.47
GRB100517132,19.84,1.2727e-6,4.6169e-8,1.9539,0.1497,3.8274,0.8678,4.947725e-7,6.799231e-8,0.004727197,1585.591,-1.129672,0.1927246,0.1927246,-2.103197,3.63
GRB100517154,30.464,2.7932e-6,3.2731e-8,9.1166,0.3668,14.4543,1.5776,8.027427e-7,6.922691e-8,0.2023421,75.42867,-0.2055061,0.268862,0.268862,-2.655258,0.98
GRB100517243,29.633,2.6941e-6,4.2658e-8,4.652,0.2202,5.5919,0.8514,3.345412e-7,7.370903e-8,0.01022484,120.6872,-1.474325,0.2854522,0.2854522,-6.050686,1.52
GRB100517639,5.44,2.9107e-6,1.295e-7,7.6427,0.2959,11.218,1.2365,5.896987e-7,5.976705e-8,0.1667474,90.57323,-0.06404102,0.1813214,0.1813214,-5.407446,0.75
GRB100519204,62.913,0.000020683,2.2662e-7,6.6566,0.1939,8.8093,0.8433,4.831137e-7,3.153308e-8,0.0610354,89.30968,-0.6706047,0.1661219,0.1661219,-15.73098,0.91
GRB100522157,35.326,3.8629e-6,4.0722e-8,11.0632,0.2491,15.0163,0.9483,1.005383e-6,8.515256e-8,0.100395,102.3257,-0.553197,0.2305422,0.2305422,-2.671876,1.04
GRB100527795,184.579,0.000013906,4.4651e-8,6.494,0.3135,8.6132,1.4694,1.091976e-6,9.899539e-8,0.03327207,228.3296,-0.7081323,0.1615417,0.1615417,-2.418471,1.33
GRB100528075,22.464,0.00002712,5.0518e-8,14.7684,0.2522,17.3153,1.0087,2.461626e-6,8.998439e-8,0.04931125,332.1835,-0.9500189,0.06096899,0.06096899,-2.47794,1.33
GRB100604287,13.44,5.5087e-6,4.2171e-8,7.4802,0.2744,10.2038,1.1905,1.202845e-6,9.045916e-8,0.02655456,262.0014,-1.111415,0.1585409,0.1585409,-2.182866,2.37
GRB100605774,8.192,7.5654e-7,2.1743e-8,1.9399,0.2057,3.5646,0.9522,3.005783e-7,8.737919e-8,0.009822571,267.8775,-0.04615403,0.6767622,0.6767622,-3.123893,0.80
GRB100612545,0.576,2.2371e-6,3.4116e-8,5.8005,0.1979,12.3175,1.0333,5.737031e-6,6.845208e-7,0.04273382,505.342,0.6965038,0.7292543,0.7292543,-2.08594,3.86
GRB100612726,8.576,0.000013631,3.6012e-7,26.0781,0.2878,28.416,1.2581,2.470222e-6,9.233894e-8,0.2930657,104.5293,-0.4642197,0.07451649,0.07451649,-3.166609,0.88
GRB100615083,37.377,8.7234e-6,8.1997e-8,8.3251,0.2205,10.1203,0.957,7.918945e-7,5.56133e-8,0.7940535,47.74328,0.3107208,0.497294,0.497294,-2.123057,2.84
GRB100616773,0.192,2.7583e-7,1.7306e-8,2.0287,0.2641,8.4258,1.3386,1.458082e-6,5.121339e-7,0.09599349,212.6343,0.3986304,0.8927933,0.8927933,-4.534623,0.67
GRB100619015,96.002,0.00001129,7.3924e-8,7.4006,0.3026,13.0625,1.565,5.195553e-7,5.666423e-8,0.02507013,98.07391,-1.264005,0.19705,0.19705,-16.16698,1.26
GRB100625773,0.192,1.0969e-6,6.4013e-8,4.9017,0.3142,16.5443,1.5957,5.998001e-6,7.19017e-7,0.118382,328.4625,0.6542983,0.7948225,0.7948225,-2.228605,1.69
GRB100629801,0.832,1.1534e-6,1.0523e-7,8.7628,0.4007,18.7931,1.8029,3.334302e-6,4.993865e-7,0.1313487,232.0026,-0.3826613,0.3512765,0.3512765,-7.395244,0.82
GRB100701490,22.016,0.000026028,4.2595e-8,22.9201,0.313,61.9214,1.9317,8.477783e-6,1.72253e-7,0.04717023,1532.793,-0.5649658,0.03628838,0.03628838,-2.52376,1.16
GRB100704149,214.404,0.000010399,1.1157e-7,7.0117,0.2008,9.2404,0.8885,1.234421e-6,9.614278e-8,0.03899349,241.4656,-0.5048383,0.1484732,0.1484732,-2.557929,1.11
GRB100709602,100.098,8.0761e-6,7.5314e-8,3.7515,0.241,5.7809,1.0566,9.338759e-7,1.123959e-7,0.01349059,467.2733,-0.7117487,0.2256637,0.2256637,-2.169685,2.35
GRB100713980,7.616,3.0466e-6,1.6988e-8,4.1173,0.2585,6.1166,1.1689,2.53599e-6,1.191697e-7,0.01210551,1750.998,-0.4892311,0.09053656,0.09053656,-2.866878,0.95
GRB100714672,35.584,3.2505e-6,9.5929e-8,4.285,0.5695,9.5175,2.7433,7.471135e-7,1.306178e-7,0.01406692,354.8646,-0.5830504,0.5427235,0.5427235,-2.25073,1.75
GRB100714686,5.632,1.5583e-6,3.6347e-8,9.1287,0.4478,22.0441,2.3401,6.315316e-7,1.347901e-7,0.04187494,98.5918,-1.037278,0.2034553,0.2034553,-5.289348,1.08
GRB100715477,14.848,2.5517e-6,1.3593e-7,2.1371,0.1165,4.3295,0.7241,2.170229e-7,5.491264e-8,0.04655156,77.31579,-0.06570647,1.054556,1.054556,-2.105374,3.30
GRB100717372,5.952,4.2635e-7,2.6838e-8,3.494,0.2796,7.5674,1.3623,1.192881e-6,8.25575e-8,0.006606254,1645.025,-0.5919587,0.1715562,0.1715562,-2.101674,3.49
GRB100718160,32.641,2.7472e-6,5.2413e-8,4.0487,0.2235,6.6872,1.0712,3.042768e-7,6.242931e-8,0.01589411,124.3217,-0.881833,0.3547961,0.3547961,-2.481068,1.30
GRB100718796,38.656,2.5348e-6,3.9787e-8,2.4416,0.2276,4.1928,1.1445,1.365554e-7,1.927247e-8,0.2240488,68.78622,0.6980675,0.8327432,0.8327432,-26.16703,0.63
GRB100719311,1.6,3.8679e-7,3.6631e-8,1.9031,0.1983,3.8773,0.8274,8.822104e-7,3.56137e-7,0.01195106,563.7016,-0.9752373,0.51616,0.51616,-9.452713,1.05
GRB100719989,21.824,0.000051938,6.5394e-7,53.9986,0.4874,81.9865,2.2569,0.00001503715,2.251449e-7,0.2118347,468.1431,-0.5267116,0.03181544,0.03181544,-2.541889,1.13
GRB100722096,7.165,8.3071e-6,3.9226e-8,24.8942,0.4435,43.8087,2.0217,2.067489e-6,7.393332e-8,0.1567056,90.76929,-0.9273409,0.07334382,0.07334382,-2.872551,1.09
GRB100725475,146.434,4.6918e-6,2.2999e-7,3.6099,0.3124,7.8651,2.1768,3.573854e-7,1.305403e-7,0.02034691,139.4407,-0.8229022,0.4764179,0.4764179,-3.911286,0.97
GRB100728095,165.378,0.00012788,5.7601e-7,10.5498,0.283,13.0324,1.1953,2.977882e-6,1.290585e-7,0.04345993,445.7095,-0.4535787,0.09414341,0.09414341,-2.473951,1.18
GRB100730463,63.873,6.0578e-6,1.4877e-7,2.2293,0.152,3.903,0.8118,4.438967e-7,0,0.01547301,249.6653,0.06516069,0,0,-25.6337,0.72
GRB100804104,6.592,0.000010683,2.045e-7,16.5956,0.2889,19.1577,1.2041,2.137887e-6,8.933117e-8,0.1923825,129.9159,-0.3052889,0.1259318,0.1259318,-2.657136,1.00
GRB100805300,0.064,2.0432e-7,7.3536e-8,1.6977,0.5319,21.4849,3.6175,3.943716e-6,6.288062e-7,0.463592,205.7558,1.841263,1.951316,1.951316,-3.266573,0.59
GRB100805845,58.43,0.000010611,1.6919e-7,6.1345,0.1937,7.5674,0.8871,9.566666e-7,8.604823e-8,0.1539305,128.9212,0.3850224,0.2757217,0.2757217,-2.520782,1.00
GRB100811108,0.384,2.9301e-6,1.8798e-8,5.8579,0.1825,19.0257,1.0013,0.00001080098,7.783727e-7,0.04225999,998.6711,0.07377133,0.2171777,0.2171777,-3.515956,0.74
GRB100816026,2.045,3.6504e-6,5.3147e-8,15.5855,0.2494,19.8841,1.0841,2.517018e-6,3.848897e-7,0.2880026,131.9189,-0.1299976,0.3271034,0.3271034,-3.195457,0.80
GRB100820373,8.96,2.9929e-6,5.6168e-8,14.6515,0.3582,19.8691,1.4922,1.326052e-6,5.852557e-8,0.1201057,94.5509,-0.6572362,0.1383863,0.1383863,-2.437188,1.28
GRB100826957,84.993,0.00016388,9.7115e-8,29.5819,0.3972,37.3346,1.7127,8.062314e-6,1.803854e-7,0.1013368,546.1753,-0.696837,0.03918794,0.03918794,-2.176643,2.27
GRB100827455,0.576,1.0292e-6,2.2402e-8,3.137,0.1955,19.1177,1.2431,9.203968e-6,6.713755e-7,0.05872646,814.1667,-0.2134125,0.1709995,0.1709995,-2.71299,0.95
GRB100829374,94.977,7.2899e-6,4.8103e-8,6.4254,0.2984,8.1014,1.3111,8.477774e-7,7.150215e-8,0.02273816,217.7101,-0.972213,0.1635941,0.1635941,-2.182467,2.31
GRB100829876,8.704,0.000014989,7.1954e-8,45.0514,0.4578,82.0775,2.3294,7.856108e-6,2.041941e-7,0.3972819,171.0168,-0.348436,0.0785023,0.0785023,-2.255871,1.68
GRB100906576,110.594,0.000023285,5.7924e-8,14.4864,0.4157,19.4177,1.8518,2.237663e-6,1.222077e-7,0.1103953,146.3268,-0.6028408,0.1577489,0.1577489,-2.140209,2.69
GRB100907751,5.376,7.3333e-7,5.5525e-8,3.4091,0.2561,4.9235,1.0392,2.785483e-7,5.504037e-8,0.08102085,79.32834,-0.1481318,0.4739711,0.4739711,-3.26759,0.80
GRB100910818,13.824,0.000013408,4.7398e-8,23.2166,0.3396,33.323,1.5149,2.804316e-6,1.054233e-7,0.120309,200.6958,-0.5849419,0.05688294,0.05688294,-3.75048,0.88
GRB100911816,5.632,8.6786e-7,3.6321e-8,2.5018,0.1869,5.4201,0.9302,2.883938e-7,7.77975e-8,0.006321989,292.7014,-1.113928,0.2699415,0.2699415,-9.843342,1.13
GRB100915243,7.936,4.7526e-7,2.7978e-8,1.8426,0.3237,5.0346,1.703,2.715106e-7,1.213153e-7,0.01494828,193.5778,-0.3157915,0.61555,0.61555,-6.049525,0.81
GRB100916779,12.8,1.7842e-6,1.3832e-7,4.9743,0.4568,21.3415,2.9729,7.584683e-7,1.051505e-7,0.07756434,136.9397,0.2443337,1.215104,1.215104,-2.082522,4.05
GRB100918863,86.017,0.000089243,2.2865e-6,8.7212,0.1794,10.9386,0.7904,3.592906e-6,1.235182e-7,0.0343107,896.2835,-0.8480644,0.05782365,0.05782365,-2.835151,1.07
GRB100919884,49.601,5.7601e-6,8.6105e-8,3.9708,0.1599,5.3862,0.7127,6.305593e-7,8.915153e-8,0.0128027,342.3988,-0.881288,0.164594,0.164594,-3.875493,1.00
GRB100923844,51.713,3.9168e-6,5.1198e-8,6.6112,0.3105,8.187,1.3841,3.23277e-7,3.822144e-8,0.2112913,37.60389,-0.4281811,0.4196,0.4196,-3.07724,0.89
GRB100924165,9.024,3.3297e-6,3.8036e-8,7.3221,0.1821,9.7467,0.7387,1.143402e-6,9.197264e-8,0.02625537,308.4159,-0.7829276,0.122376,0.122376,-3.30914,0.97
GRB100926595,32.256,6.9728e-6,1.5918e-8,8.4358,0.3717,11.1214,1.7229,6.500085e-7,7.653481e-8,0.04967092,104.7245,-0.8556534,0.1496067,0.1496067,-3.619687,0.99
GRB100926694,37.888,1.3742e-6,3.2891e-8,1.6778,0.1737,3.6554,0.9829,2.946804e-7,6.719871e-8,0.003308458,952.2376,-1.14612,0.299338,0.299338,-11.1805,1.16
GRB101004426,161.027,9.0255e-6,1.0247e-7,3.0966,0.4151,6.0883,1.8564,2.088844e-7,8.005489e-8,0.00902746,93.63505,-1.305796,0.500227,0.500227,-2.78606,1.37
GRB101011707,36.352,2.7101e-6,9.0957e-8,2.7696,0.4326,7.1175,3.0007,1.2157e-6,1.201015e-7,0.003670898,2248.307,-0.2202842,0.269974,0.269974,-3.964564,0.78
GRB101013412,15.36,6.4104e-6,7.6062e-8,7.7801,0.2223,12.3048,0.9766,5.631282e-7,5.479607e-8,0.09034006,85.38941,-0.5184858,0.1849499,0.1849499,-3.791412,0.86
GRB101014175,449.415,0.00020146,4.2669e-7,58.9579,0.4175,71.2221,1.786,0.00001250801,2.022701e-7,0.1553682,630.1456,-0.9451432,0.02185637,0.02185637,-2.21977,2.03
GRB101015558,500.552,0.000037369,2.437e-7,2.9199,0.1629,4.8307,0.7495,4.597851e-7,6.463603e-8,0.01000245,283.4774,-0.9546256,0.2683791,0.2683791,-2.150084,2.65
GRB101016243,3.84,2.4445e-6,1.4881e-8,11.5845,0.3155,14.406,1.2895,1.72737e-6,4.152299e-7,0.09389301,152.3428,-0.7278817,0.354347,0.354347,-3.342105,0.95
GRB101017619,47.872,1.7755e-6,1.8141e-8,1.2629,0.1776,3.004,0.8024,3.102485e-7,9.174519e-8,0.01048485,278.9119,0.2185269,0.6523609,0.6523609,-5.009646,0.70
GRB101021009,120.77,0.000022305,5.394e-7,10.123,0.4472,14.9364,2.468,1.685194e-6,1.157446e-7,0.04059577,264.2846,-0.9813545,0.1537661,0.1537661,-2.498593,1.32
GRB101023951,76.801,0.000063694,5.0999e-7,36.7382,0.512,41.162,2.1057,5.481202e-6,1.281253e-7,0.1497557,255.8372,-0.7904472,0.05438288,0.05438288,-2.765915,1.07
GRB101024486,20.224,3.3282e-6,1.3189e-7,8.2655,0.7861,16.8643,4.5595,1.974737e-6,1.592104e-7,0.01096333,3611.351,-0.780908,0.1159928,0.1159928,-2.759094,1.07
GRB101027230,1.344,1.4381e-7,8.7545e-9,0.6146,0.196,5.4949,1.1294,1.172383e-6,3.010783e-7,0.03555631,257.9423,-0.2284888,0.7529091,0.7529091,-2.403024,1.24
GRB101030664,95.746,5.1244e-6,3.8603e-8,2.0131,0.2389,5.4727,1.4201,1.195185e-7,1.016975e-7,0.006847907,81.73903,-1.252344,0.5978994,0.5978994,-4.545929,1.24
GRB101031625,0.384,2.2171e-7,2.9126e-8,2.685,0.2589,9.8161,1.466,2.445433e-6,5.358539e-7,0.052251,340.0269,-0.550777,0.312435,0.312435,-15.29613,0.87
GRB101101744,3.328,6.5004e-7,2.2784e-8,7.8681,0.2969,9.9445,1.4325,5.782542e-7,1.317629e-7,6.034384,49.16219,1.194627,0.9764002,0.9764002,-12.04681,0.58
GRB101101899,31.232,2.5972e-6,2.7188e-8,2.0728,0.2588,4.477,1.288,1.345152e-7,5.363959e-8,0.05287657,72.5661,0.001862112,1.157657,1.157657,-2.871856,0.85
GRB101104810,1.28,8.9338e-7,2.536e-8,3.0134,0.2085,5.1574,0.9798,2.85803e-6,5.679289e-7,0.02432088,648.6932,-0.2456047,0.4524217,0.4524217,-2.536741,1.07
GRB101107011,375.814,7.2583e-6,2.4241e-7,3.4991,0.2349,5.4578,1.4236,2.555381e-7,4.91797e-8,0.04031858,70.36589,-0.3995364,0.9325848,0.9325848,-2.113844,3.14
GRB101112924,9.472,2.2595e-6,7.7053e-8,7.8865,0.3995,9.8245,1.735,9.891988e-7,8.31612e-8,0.1383399,94.02505,-0.1691786,0.3735568,0.3735568,-2.145255,2.53
GRB101113483,12.288,3.062e-6,2.9308e-8,5.3927,0.4422,10.5792,13.0776,4.629778e-7,8.799198e-8,0.01787239,241.6962,-0.2319867,0.3377712,0.3377712,-3.984672,0.79
GRB101123952,103.938,0.00011334,8.6177e-8,40.2511,0.5763,50.2656,2.4281,9.50602e-6,1.851637e-7,0.1160936,582.0168,-0.739535,0.02782663,0.02782663,-11.28694,0.94
GRB101126198,43.837,0.000031012,1.4454e-7,21.5799,0.2543,24.5875,1.1192,3.507905e-7,6.723519e-8,0.01930492,79.16158,-1.250449,0.2259383,0.2259383,-2.964834,1.28
GRB101127093,29.44,6.9608e-7,1.7282e-8,1.2611,0.2188,3.1182,1.0214,8.645957e-8,5.979654e-8,0.02661696,100.573,0.1719629,1.328447,1.328447,-5.684154,0.71
GRB101127102,60.672,3.0852e-6,2.8334e-8,1.9807,0.2099,3.6709,1.0487,2.224331e-7,5.070828e-8,0.1795948,69.93311,0.7717156,1.783684,1.783684,-2.062814,5.15
GRB101128322,8.192,8.3558e-7,1.5248e-8,2.1677,0.206,3.985,1.1759,2.548178e-7,5.695748e-8,0.02198252,103.486,-0.4988397,0.6870639,0.6870639,-2.196306,2.06
GRB101129652,0.384,8.6279e-7,4.4333e-8,3.4725,0.2319,10.6131,1.3626,5.883524e-6,5.683975e-7,0.02306227,1261.806,-0.140489,0.2584208,0.2584208,-7.467664,0.77
GRB101129726,0.576,8.0789e-7,2.6114e-8,5.1513,0.2609,14.1204,1.3066,4.509072e-6,4.386906e-7,0.03607919,1266.116,-0.8415015,0.1579997,0.1579997,-6.546701,0.98
GRB101130074,4.864,2.3357e-7,5.0562e-8,1.042,0.2683,3.365,1.3708,2.254103e-7,9.927059e-8,0.003263847,495.5175,-0.8540344,0.705819,0.705819,-8.717351,0.99
GRB101202154,18.432,1.408e-6,7.9591e-8,4.0595,0.6574,11.1296,2.9623,7.299865e-7,1.486899e-7,0.008370717,6709.836,-1.52188,0.1660871,0.1660871,-7.844682,1.60
GRB101206036,34.813,5.8414e-6,8.1902e-8,4.1365,0.2241,5.1198,0.8654,9.687828e-7,1.085619e-7,0.01168734,704.8619,-1.030833,0.134912,0.134912,-2.100325,3.67
GRB101207536,61.441,6.6485e-6,7.1788e-8,3.6158,0.2246,7.7882,1.1786,7.568824e-7,7.06773e-8,0.01327393,399.4921,-0.9535033,0.1500772,0.1500772,-5.240725,1.04
GRB101208498,2.048,3.8427e-6,5.3091e-8,31.9618,0.5452,48.8708,2.375,6.740429e-6,6.086793e-7,0.2680417,200.9566,-0.7209898,0.1311211,0.1311211,-4.360272,0.93
GRB101213849,6.656,1.3462e-6,2.0435e-8,5.7692,0.2828,8.6388,1.1631,4.079964e-7,3.326896e-8,0.04058946,90.06342,-0.8295819,0.2084782,0.2084782,-16.45244,0.98
GRB101216721,1.917,3.0436e-6,6.7826e-8,18.7521,0.4214,25.0821,1.8379,2.419981e-6,9.890108e-8,0.1236614,169.6077,-0.6445122,0.06893945,0.06893945,-3.468977,0.91
GRB101219686,51.009,3.989e-6,4.8933e-8,2.0046,0.1845,3.1588,0.8428,2.30267e-7,6.262781e-8,0.1082936,87.21371,0.4960754,0.9830689,0.9830689,-2.638719,0.89
GRB101220576,72.449,9.5964e-6,9.4056e-8,3.4645,0.3355,7.3171,1.7999,6.230802e-7,9.958849e-8,0.01191454,360.0453,-0.9757493,0.1681393,0.1681393,-3.625215,1.05
GRB101220864,31.745,5.2882e-6,9.0341e-8,6.0599,0.1958,7.6888,0.8683,6.283629e-7,8.830838e-8,0.02822027,145.7235,-1.019751,0.1387649,0.1387649,-5.097293,1.07
GRB101227195,95.488,3.4308e-6,9.0213e-8,4.1583,0.3935,7.6873,1.8759,1.827741e-6,8.889427e-8,0.0217634,2456.884,-1.513599,0.04305845,0.04305845,-4.032617,1.59
GRB101227536,28.864,6.4409e-6,3.6763e-8,4.9252,0.2215,9.7027,1.0121,2.248432e-6,1.096625e-7,0.01671065,782.8304,-0.3587733,0.1133365,0.1133365,-3.404106,0.83
GRB101231067,23.613,0.000016829,1.1798e-7,15.0203,0.4047,22.3865,1.8717,1.283e-6,1.109692e-7,0.09205961,108.043,-0.8259289,0.1252379,0.1252379,-2.959705,1.03
GRB110101202,3.584,2.4986e-7,2.8186e-8,1.8373,0.2373,3.9483,1.0338,4.491515e-7,3.097672e-7,0.05912416,96.2993,-0.447111,1.261113,1.261113,-2.917536,0.92
GRB110102788,253.956,0.000037249,2.051e-7,14.0739,0.3487,19.001,1.4431,2.650196e-6,1.187974e-7,0.03886896,506.6919,-1.021852,0.0568932,0.0568932,-2.406032,1.46
GRB110105877,123.394,0.000020916,1.0459e-7,7.635,0.3242,10.2007,1.3937,8.108847e-7,1.262826e-7,0.05240639,156.2148,-0.500821,0.1850361,0.1850361,-3.545625,0.86
GRB110106893,35.521,4.1105e-6,5.6192e-8,2.767,0.2699,4.7549,1.2174,3.256557e-7,9.215319e-8,0.006078253,353.8627,-1.186668,0.2836561,0.2836561,-7.382504,1.19
GRB110107886,183.555,0.000013156,1.2414e-7,3.0005,0.2139,5.0697,0.987,3.773723e-7,1.443109e-7,0.03365141,132.7823,-0.47139,0.3152876,0.3152876,-5.710646,0.85
GRB110108977,51.456,2.5114e-6,5.5814e-8,1.8881,0.3086,4.3007,1.4518,3.545338e-7,9.329218e-8,0.6227178,180.8496,7.199935,7.316689,7.316689,-2.646363,0.66
GRB110117364,72.448,2.5605e-6,1.0667e-7,1.4225,0.3185,6.2101,2.0414,1.767869e-7,5.94319e-8,0.1744456,87.99342,1.414169,3.058723,3.058723,-2.089802,3.67
GRB110118857,34.561,2.966e-6,4.3511e-8,8.4128,0.338,11.2475,1.4847,8.27167e-7,8.008954e-8,0.04740861,117.9589,-0.8810065,0.174611,0.174611,-2.625472,1.18
GRB110119931,205.828,0.000010109,4.5638e-8,3.9251,0.2792,6.34,1.2802,4.821353e-7,8.905107e-8,0.03688794,171.6044,-0.03121007,0.3659998,0.3659998,-3.287636,0.78
GRB110120666,28.417,0.0000179,2.3129e-7,10.4259,0.3002,14.8475,1.3315,4.560871e-6,1.382322e-7,0.02325045,1152.6,-0.3154946,0.07990324,0.07990324,-3.182907,0.84
GRB110123804,17.856,0.000019037,5.9898e-8,8.462,0.2619,11.1521,1.21,1.834862e-6,8.561537e-8,0.05054544,248.8604,-0.4744162,0.1260519,0.1260519,-2.084911,4.05
GRB110124784,5.376,1.589e-7,1.3576e-8,1.0323,0.1964,3.789,1.2342,2.417285e-7,7.501312e-8,0.02932255,195.2697,2.15968,3.170442,3.170442,-2.273141,1.39
GRB110128073,12.16,1.425e-6,1.0394e-7,1.5504,0.1886,2.8345,1.0474,2.746435e-7,8.365824e-8,0.00587687,323.4807,-0.8989181,0.3453854,0.3453854,-13.28002,1.01
GRB110130230,47.36,2.9016e-6,4.2448e-8,1.9285,0.2154,4.1418,1.1445,3.384828e-7,7.313584e-8,0.01941875,188.7479,0.1906164,0.9003865,0.9003865,-2.241163,1.67
GRB110205027,6.4,1.9526e-7,3.6147e-8,1.3113,0.3142,4.155,1.4281,3.652059e-7,8.887559e-8,23.09291,184.9561,16.06157,15.53649,15.53649,-3.284048,0.00
GRB110205588,158.72,4.2107e-6,8.3282e-8,3.7123,0.478,8.5666,3.9116,4.745231e-7,1.171809e-7,0.01188266,268.5419,-0.9744965,0.3898898,0.3898898,-7.241256,1.05
GRB110206202,12.288,7.9036e-7,3.9701e-8,2.1581,0.2855,5.154,1.6015,2.137637e-7,8.997478e-8,0.06100995,120.8093,0.4854738,0.8585131,0.8585131,-6.53832,0.66
GRB110212550,0.064,6.3493e-7,1.2257e-8,2.5032,0.1914,17.3369,1.1526,3.907675e-6,4.339336e-7,0.09745057,300.5462,-0.3426815,0.2342059,0.2342059,-2.757134,0.95
GRB110213220,34.305,9.3723e-6,5.1569e-8,17.7644,0.5353,21.6258,2.3161,1.376025e-6,9.771947e-8,0.09322307,81.15365,-1.059352,0.1321034,0.1321034,-2.667196,1.24
GRB110217591,60.672,1.4221e-6,4.5032e-8,1.1509,0.1794,3.2282,1.2368,1.293797e-7,8.099063e-8,0.009576134,134.054,-0.5735834,0.9376545,0.9376545,-3.282402,0.90
GRB110221244,13.056,2.246e-6,3.3578e-8,4.0187,0.2513,5.6463,1.2357,4.787361e-7,7.184395e-8,0.007987408,414.8069,-1.309287,0.1557572,0.1557572,-10.60596,1.30
GRB110226989,14.08,1.8958e-6,2.5009e-8,2.4573,0.2075,4.0528,1.1888,2.69386e-7,1.09336e-7,0.01217204,161.5486,-0.8965552,0.3400493,0.3400493,-4.656949,1.01
GRB110227009,1.728,1.6377e-7,1.0133e-8,1.7789,0.2158,3.6865,0.9441,5.412436e-7,1.758752e-7,0.1336054,148.3173,0.9404837,1.332474,1.332474,-19.01562,0.60
GRB110227229,18.432,2.3985e-6,3.1705e-8,4.4963,0.3093,6.417,1.2968,3.716303e-7,5.965709e-8,0.1325291,68.8381,0.04579177,0.8130134,0.8130134,-2.296279,1.46
GRB110227420,25.6,2.4206e-6,8.4139e-8,3.5022,0.2736,5.4229,1.1316,2.507191e-7,3.984036e-8,0.01360062,121.0079,-1.026882,0.3073895,0.3073895,-8.586514,1.08
GRB110228792,17.152,9.6014e-7,2.3778e-8,1.2544,0.2097,3.7204,1.2134,1.817063e-7,0,0.001022344,5456.968,-1.668263,0,0,-14.06685,1.99
GRB110301214,5.693,0.000035891,3.0715e-8,100.726,0.8757,130.233,3.846,0.00001066843,1.363025e-7,0.6180716,124.2377,-0.8142666,0.03332416,0.03332416,-2.61577,1.16
GRB110302043,38.336,3.7301e-6,6.045e-8,6.2935,0.2902,8.3214,1.4157,3.602139e-7,3.704005e-8,0.4461181,40.84189,0.07084047,0.6416305,0.6416305,-2.533496,1.03
GRB110311812,6.4,1.1195e-6,3.2169e-8,3.4602,0.2611,5.5267,1.2316,2.317807e-7,1.119209e-7,0.02165648,92.08559,-0.8530207,0.348667,0.348667,-6.400838,0.99
GRB110318552,14.464,8.1527e-6,7.839e-8,11.0174,0.2896,13.8584,1.1698,1.583608e-6,9.812359e-8,0.08211579,168.1985,-0.5227277,0.1094658,0.1094658,-2.688084,1.03
GRB110319628,15.336,1.5618e-6,3.0459e-8,2.6714,0.2357,4.0026,1.3016,1.298494e-7,2.08754e-8,0.0551897,62.10122,-0.2723227,0.6335019,0.6335019,-20.6197,0.80
GRB110319815,31.232,2.4923e-6,8.5319e-8,3.5376,0.4574,8.1225,2.4071,6.584064e-7,1.073211e-7,0.01051575,450.0893,-1.015183,0.2698769,0.2698769,-9.09244,1.07
GRB110322558,36.097,3.5602e-6,3.473e-8,2.5995,0.2194,4.6152,0.9831,2.793616e-7,6.502854e-8,0.01231855,152.6334,-0.7716766,0.4611281,0.4611281,-2.312004,1.58
GRB110331604,3.2,2.6414e-7,2.7873e-8,2.1986,0.2496,4.0063,1.3046,1.12361e-6,1.143202e-7,0.00824919,674.2087,-0.09279992,0.3089269,0.3089269,-2.300959,1.46
GRB110401920,2.368,1.572e-6,6.4267e-8,3.5276,0.2499,10.8116,1.3695,5.29056e-6,6.395378e-7,0.03439312,2092.49,-0.8111001,0.1590548,0.1590548,-10.41466,0.97
GRB110402009,35.649,0.000010839,1.6258e-7,7.8117,0.4665,27.8325,2.3716,1.751499e-6,1.512818e-7,0.0180874,881.3683,-0.9489891,0.160284,0.160284,-2.489392,1.32
GRB110407998,9.024,0.000026427,7.1594e-8,18.1324,0.307,22.2037,1.2486,4.474003e-6,1.626053e-7,0.05490924,597.4811,-0.8126528,0.04952486,0.04952486,-2.394079,1.40
