Name,T90,Flnc,Flnc_err,Pflux1024,Pflux1024_err,Pflux64,Pflux64_err,PfluxBand,PfluxBand_err,Norm,Epk,alpha,alpha_perr,alpha_nerr,beta,W 
GRB140323433,111.426,0.000032424,1.9208e-7,9.6741,0.2758,13.1489,1.2081,2.014159e-6,8.799372e-8,0.04767288,293.1854,-0.6311821,0.09391205,0.09391205,-2.421018,1.30
GRB140329295,21.504,0.000065924,3.6335e-8,101.925,0.8847,125.115,3.8188,0.00002128866,2.479996e-7,0.3996944,362.7565,-0.6779464,0.02857082,0.02857082,-2.427748,1.30
GRB140330180,34.049,5.6892e-6,8.7242e-8,4.2976,0.2424,6.0439,1.0832,1.046578e-6,8.714349e-8,0.0243808,330.3902,0.0007745129,0.2029123,0.2029123,-5.228467,0.74
GRB140402007,0.32,2.8428e-7,2.9008e-8,1.3005,0.1697,4.6006,0.7449,3.433408e-6,5.066209e-7,0.009525706,1392.636,0.08227722,0.4440191,0.4440191,-12.77734,0.72
GRB140404030,84.992,1.9232e-6,6.2145e-8,2.1566,0.2167,3.7486,1.1274,1.780709e-7,6.307095e-8,0.009305743,138.2732,-0.7288594,0.6848902,0.6848902,-2.38999,1.38
GRB140404171,26.624,8.1801e-6,2.3281e-8,3.3496,0.2143,4.9212,0.9972,5.130387e-7,8.781973e-8,0.009049568,375.7229,-1.284642,0.1497824,0.1497824,-3.53528,1.28
GRB140406120,109.312,0.000011454,1.0886e-7,5.3714,0.3285,9.0649,1.5133,4.50253e-7,9.525624e-8,0.0160028,151.3725,-1.170629,0.2413066,0.2413066,-3.012415,1.21
GRB140406144,37.12,2.3492e-6,8.7395e-8,1.4747,0.2069,3.2392,0.9242,1.221972e-7,5.828954e-8,0.04222263,100.8678,0.2662842,0.8370159,0.8370159,-8.469773,0.69
GRB140416060,31.744,0.000081404,3.8702e-7,79.8391,1.21,107.4,5.5647,8.11862e-6,1.809781e-7,0.2909271,164.5291,-1.118288,0.04176595,0.04176595,-3.823278,1.14
GRB140422194,361.472,4.7774e-6,1.0753e-7,1.7864,0.2326,4.6825,1.3268,1.809473e-7,6.536186e-8,0.006146565,156.4835,-1.225925,0.4479021,0.4479021,-21.35742,1.22
GRB140423356,95.233,0.000018062,1.2224e-7,2.9926,0.2029,4.7928,0.944,4.531803e-7,7.436924e-8,0.01865709,176.3977,-0.4857503,0.457935,0.457935,-2.060719,5.46
GRB140426515,37.568,2.2827e-6,3.1715e-8,1.4628,0.1621,3.3177,1.1935,2.586464e-7,7.41132e-8,0.003178699,586.3455,-0.7747985,0.4985899,0.4985899,-4.302904,0.95
GRB140427702,13.312,5.3739e-7,6.4306e-8,2.3598,0.3675,5.8161,1.8743,1.267849e-7,3.228821e-8,0.04192903,69.77118,-0.2964838,1.01882,1.01882,-16.90313,0.80
GRB140429975,9.216,6.1967e-7,1.987e-8,1.6694,0.2129,3.8162,1.1685,1.184205e-7,9.580521e-8,0.007991022,93.58733,-1.065956,0.6050702,0.6050702,-8.85498,1.10
GRB140501497,22.144,6.9716e-6,4.3762e-8,7.1224,0.3611,10.8676,1.7469,9.134661e-7,9.782638e-8,0.06024133,159.0762,-0.2515695,0.2583294,0.2583294,-2.542271,1.07
GRB140502354,20.096,2.1082e-6,3.5542e-8,1.6263,0.1911,3.3315,1.045,2.206688e-7,7.550232e-8,0.005189573,259.9511,-1.165115,0.3471958,0.3471958,-11.15234,1.17
GRB140506880,64.128,6.5933e-6,1.1836e-7,15.6729,0.6983,24.8041,2.9432,2.063603e-6,1.239047e-7,0.1353835,137.9078,-0.4840102,0.212411,0.212411,-2.426817,1.25
GRB140508128,44.288,0.000061432,1.2084e-7,66.8106,0.9603,88.1482,4.3204,0.00001219521,2.081448e-7,0.2222032,369.4548,-0.550186,0.04144657,0.04144657,-2.369084,1.37
GRB140508179,19.456,3.3351e-6,8.3258e-8,3.2534,0.4995,7.5664,2.5903,2.874771e-7,1.014353e-7,0.01783497,147.5738,-0.6848745,0.6946889,0.6946889,-7.319641,0.92
GRB140508629,50.433,2.6069e-6,4.5935e-8,1.6917,0.1424,3.1257,0.8115,4.249073e-7,7.606213e-8,0.004306807,803.9846,-0.8428417,0.3107304,0.3107304,-6.748047,0.98
GRB140511095,1.408,3.7066e-7,3.2128e-8,3.0299,0.1802,9.4036,1.0314,2.301701e-6,4.373117e-7,0.05420271,315.4656,-0.5667719,0.3015569,0.3015569,-4.577637,0.88
GRB140512814,147.97,0.000029345,8.1353e-8,10.9564,0.2715,15.2699,1.2485,2.412542e-6,1.095499e-7,0.03248568,574.5997,-1.000091,0.05600901,0.05600901,-4.373419,1.06
GRB140513724,17.152,4.1056e-6,6.2325e-8,6.1753,0.2685,7.7007,1.1719,5.22562e-7,5.922474e-8,0.2146958,62.41645,-0.07039734,0.438772,0.438772,-2.518709,1.06
GRB140516700,38.144,2.6435e-6,2.9057e-8,1.8878,0.2022,3.464,0.9098,1.931038e-7,6.957153e-8,0.01130881,109.5637,-0.7858155,0.8381126,0.8381126,-2.179349,2.27
GRB140516765,22.016,6.6103e-6,1.1812e-7,6.3841,0.3286,8.8707,1.3041,8.903279e-7,7.370836e-8,0.02814695,195.287,-0.7793831,0.2214649,0.2214649,-2.08914,3.95
GRB140517813,18.941,4.7321e-6,3.9524e-8,3.6147,0.2366,5.2676,0.9423,5.649914e-7,8.998096e-8,0.07834218,168.3084,0.9257353,0.6477143,0.6477143,-2.983684,0.71
GRB140521184,46.592,2.7483e-6,3.8526e-8,2.0318,0.213,4.0218,0.9781,1.524292e-7,4.554223e-8,9.499865,36.01977,2.055177,4.083312,4.083312,-2.074529,4.32
GRB140521732,11.55,2.6816e-6,4.1858e-8,3.8997,0.2231,6.2571,1.1243,8.680287e-7,8.478821e-8,0.02721055,279.442,-0.1227935,0.1893191,0.1893191,-11.00556,0.76
GRB140523129,19.2,0.000051164,4.4852e-8,38.4072,0.4757,53.5263,1.9432,7.130377e-6,1.229481e-7,0.2289733,255.5254,-0.4400262,0.03608054,0.03608054,-3.35769,0.86
GRB140526449,79.104,6.786e-6,4.0732e-8,2.8604,0.2491,16.9003,1.6072,1.985329e-7,8.021117e-8,0.05211915,97.74643,-0.01089678,0.4875422,0.4875422,-9.080172,0.74
GRB140528837,13.568,0.000021546,4.8175e-8,13.61,0.3562,20.2016,1.6449,2.93806e-6,9.540004e-8,0.08915194,276.1956,-0.3249244,0.070101,0.070101,-5.570146,0.81
GRB140603476,138.242,0.000018618,2.1563e-7,3.6491,0.2459,5.4655,1.1181,4.470025e-7,6.773612e-8,0.02616751,113.5182,-0.7913548,0.372431,0.372431,-2.27101,1.72
GRB140605377,0.512,8.025e-7,8.5088e-9,2.3267,0.1509,11.2358,0.8909,5.571014e-6,5.265433e-7,0.03331571,728.3437,0.0487397,0.308301,0.308301,-7.630005,0.73
GRB140606133,22.784,7.5928e-6,4.4719e-8,13.184,0.3251,16.2605,1.3502,2.377538e-6,1.198005e-7,0.02917825,881.126,-1.267583,0.05462384,0.05462384,-3.382557,1.26
GRB140608153,71.681,0.000012302,2.2467e-7,5.4223,0.6538,12.1768,3.8613,4.408658e-7,5.009575e-8,0.02608983,151.9234,-0.693455,0.2273066,0.2273066,-21.95434,0.92
GRB140610548,36.865,0.000018429,5.6185e-8,9.36,0.3219,12.2687,1.3366,1.383273e-6,8.997792e-8,0.04165328,240.4268,-0.8138523,0.09271937,0.09271937,-3.658403,0.97
GRB140612294,38.913,4.1045e-6,8.9186e-8,2.7098,0.2042,4.7117,0.878,3.833058e-7,5.9799e-8,0.07447111,113.0058,0.4709766,0.7662983,0.7662983,-2.155726,2.32
GRB140619475,2.816,1.5459e-6,6.9537e-8,3.1899,0.1784,5.2829,0.7548,2.71259e-6,4.418638e-7,0.01293183,695.3606,0.4513103,0.8187792,0.8187792,-17.2317,0.66
GRB140620219,45.825,6.1453e-6,6.403e-8,6.3181,0.3631,9.1279,1.6891,5.866744e-7,6.363687e-8,0.1157163,64.89041,-0.4221271,0.4986122,0.4986122,-2.307293,1.50
GRB140621827,6.4,6.0634e-6,5.0549e-8,8.2701,0.3066,31.7045,1.9366,2.364913e-6,1.526506e-7,0.02432717,709.8281,-0.7225689,0.08975,0.08975,-2.437677,1.30
GRB140623224,111.104,3.219e-6,4.777e-8,1.7895,0.2024,3.9179,1.1797,2.463176e-7,9.584178e-8,0.002807028,2635.643,-1.45106,0.1832716,0.1832716,-3.892256,1.48
GRB140626843,1.792,9.93e-7,3.7771e-8,7.1223,0.4057,10.0634,2.124,1.466539e-6,4.568117e-7,0.04232854,246.9312,-0.7467439,0.5763236,0.5763236,-2.764824,1.06
GRB140627401,7.424,9.0019e-7,5.981e-8,2.9797,0.2549,5.5991,1.3524,1.590485e-7,3.161408e-8,0.1167567,31.20879,-0.4385049,1.309508,1.309508,-2.602695,1.06
GRB140628626,12.544,1.4664e-6,6.2329e-8,2.412,0.2372,4.3681,1.2505,2.892645e-7,1.064973e-7,0.01111395,160.9076,-0.9613455,0.454035,0.454035,-2.575056,1.25
GRB140630505,63.745,7.632e-6,7.6928e-8,2.4214,0.215,4.5116,1.1677,3.942381e-7,9.600534e-8,0.006021011,485.857,-1.084606,0.2337945,0.2337945,-3.191341,1.13
GRB140701567,25.088,2.6478e-6,3.9289e-8,2.0374,0.2193,3.834,1.2594,3.281121e-7,1.14563e-7,0.007930188,299.7047,-0.7393169,0.4144485,0.4144485,-6.335938,0.94
GRB140701833,6.912,2.609e-6,5.1773e-8,9.1693,0.3589,17.4093,1.6174,1.316906e-6,9.851134e-8,0.03421662,276.1226,-0.8095421,0.1128263,0.1128263,-8.157349,0.97
GRB140703026,83.969,7.5662e-6,5.089e-8,4.0503,0.2274,5.5861,0.9786,6.745515e-7,6.239824e-8,0.01999003,231.937,-0.6993421,0.205836,0.205836,-2.343059,1.47
GRB140705539,26.88,3.1772e-6,4.821e-8,2.6682,0.2053,3.6585,0.9193,2.094222e-7,6.030977e-8,0.03053501,77.74356,-0.5472813,0.5464144,0.5464144,-2.61512,1.08
GRB140706815,43.776,2.4869e-6,7.803e-8,2.9485,0.2586,4.842,1.1292,1.984334e-7,5.731035e-8,0.01207663,69.68122,-1.178498,0.5847912,0.5847912,-2.453383,1.48
GRB140709637,156.416,7.3577e-6,6.3382e-8,2.1189,0.1835,3.2215,0.9211,3.237266e-7,7.338538e-8,0.007990949,278.0638,-0.9210922,0.2796498,0.2796498,-3.799685,1.02
GRB140710901,11.52,1.3982e-6,4.7705e-8,2.4537,0.2705,5.1593,1.1979,1.611067e-7,4.724119e-8,0.02875388,50.94648,-0.7642399,1.00473,1.00473,-2.559495,1.18
GRB140712706,26.624,2.1141e-6,8.1689e-8,1.7852,0.1933,3.4824,0.9405,4.164504e-7,6.657557e-8,0.004738017,836.8321,-1.078834,0.2385148,0.2385148,-7.013869,1.11
GRB140712973,28.16,5.0997e-6,1.4995e-7,4.3775,0.3567,6.816,1.4458,5.769985e-7,8.977342e-8,0.01033221,376.7511,-1.19409,0.1913405,0.1913405,-14.90116,1.19
GRB140714268,132.098,0.000018523,3.1383e-8,15.6073,0.3901,18.1994,1.7516,1.316887e-6,8.145694e-8,0.1061572,101.5813,-0.840596,0.09138925,0.09138925,-3.576942,0.98
GRB140716306,3.328,2.3956e-7,3.2221e-8,2.2071,0.1801,4.5896,1.1731,5.433944e-7,8.437509e-8,0.004332227,885.0975,-0.5897207,0.3732655,0.3732655,-9.536743,0.88
GRB140716436,168.253,0.000011831,1.0005e-7,11.1526,0.5838,15.9287,2.5819,1.338333e-6,1.206982e-7,0.07344398,112.1985,-0.8443788,0.3243378,0.3243378,-2.224287,1.96
GRB140717827,80.64,5.7864e-6,5.894e-8,2.7548,0.2078,5.6627,2.497,2.376624e-7,5.876966e-8,0.02227851,100.1979,-0.5419914,0.6269401,0.6269401,-2.374345,1.36
GRB140723067,56.32,0.000014857,9.7186e-8,4.8137,0.2397,7.157,0.8726,2.056638e-6,1.033204e-7,0.01331185,912.4704,-0.3670702,0.1507038,0.1507038,-2.534802,1.10
GRB140723499,45.056,0.00002346,1.2134e-7,17.4826,0.4434,20.7412,1.9852,1.00558e-6,8.34624e-8,0.1071782,57.65021,-1.100847,0.1079506,0.1079506,-8.061393,1.13
GRB140725583,19.968,1.5077e-6,2.7209e-8,2.0206,0.1499,2.8809,0.7035,5.320517e-7,1.068639e-7,0.006133399,533.5909,-0.3635124,0.359919,0.359919,-5.318455,0.82
GRB140729026,55.553,8.0522e-6,7.2776e-8,3.9939,0.2157,6.3371,1.1009,2.064506e-6,1.123765e-7,0.0113432,831.5253,-0.05938778,0.2023664,0.2023664,-18.62645,0.75
GRB140801792,7.168,0.000012356,4.1622e-8,22.5662,0.3687,37.0138,1.7044,2.580854e-6,9.141868e-8,0.4401053,121.9181,0.04512202,0.08022898,0.08022898,-4.047571,0.73
GRB140807500,0.512,1.2865e-6,1.4394e-8,6.7627,0.2688,21.0545,1.4733,6.657246e-6,5.223064e-7,0.06199286,826.8456,-0.738294,0.1372117,0.1372117,-10.31875,0.94
GRB140808038,4.477,3.2122e-6,3.2739e-8,9.246,0.3189,11.2714,1.3787,1.159112e-6,8.919591e-8,0.1125858,143.6838,-0.1065119,0.1736464,0.1736464,-3.011899,0.83
GRB140809133,69.12,1.9215e-6,4.3092e-8,1.4945,0.1767,2.9923,0.8441,4.519533e-7,7.488479e-8,0.00352404,1078.762,-0.721602,0.3154387,0.3154387,-3.687401,0.93
GRB140810782,81.665,0.0001097,6.8958e-8,35.7966,0.6432,43.5515,2.835,5.221452e-6,1.4134e-7,0.1772791,206.9224,-0.7217035,0.0600437,0.0600437,-2.44955,1.28
GRB140817229,26.112,2.3813e-6,6.6372e-8,3.4546,0.3057,7.0347,1.6776,3.917307e-7,9.59715e-8,0.00770079,305.8986,-1.314656,0.2543155,0.2543155,-13.78662,1.31
GRB140817293,16.128,5.0345e-6,4.1116e-8,10.5685,0.509,16.5154,2.3544,1.155916e-6,9.405661e-8,0.08771039,132.4248,-0.4643282,0.2413699,0.2413699,-2.67226,1.02
GRB140818229,109.25,0.000029501,6.4576e-8,8.6466,0.2718,10.7373,1.1899,1.519565e-6,7.222939e-8,0.0345947,289.8927,-0.8530508,0.09372248,0.09372248,-2.383856,1.43
GRB140818781,20.992,8.4905e-7,2.8227e-8,1.611,0.2321,3.4661,1.2751,1.719543e-7,5.259485e-8,0.008092291,172.221,-0.7669584,0.5202358,0.5202358,-9.01909,0.95
GRB140821997,32.513,0.000055145,1.0608e-7,19.3303,0.6318,24.8995,2.5461,4.693482e-6,1.292996e-7,0.06622131,499.8456,-0.8115376,0.05453335,0.05453335,-2.34127,1.51
GRB140824548,4.096,2.6866e-6,3.9092e-8,14.6762,0.6855,18.7107,3.386,7.594031e-7,6.883556e-8,0.3257324,54.70026,-0.3833453,0.300027,0.300027,-4.661604,0.82
GRB140824606,108.802,0.000012611,7.5641e-8,6.9482,0.2751,12.3996,1.0975,1.071663e-6,8.611408e-8,0.05687351,175.7575,-0.2531914,0.2128541,0.2128541,-2.347111,1.36
GRB140825328,78.593,7.8064e-6,6.8186e-8,3.4977,0.2222,6.7229,1.0641,3.584713e-7,7.302763e-8,0.009105326,222.9756,-1.234554,0.2021162,0.2021162,-9.47998,1.23
GRB140825980,16.384,9.949e-7,4.0874e-8,2.3802,0.2537,5.2044,1.59,1.50978e-7,5.632399e-8,0.3004455,92.15618,1.492046,1.296705,1.296705,-12.35655,0.55
GRB140827763,20.992,0.000012237,3.1847e-8,12.1249,0.332,14.5166,1.3149,1.899414e-6,8.592141e-8,0.08912607,182.9599,-0.4581412,0.1132359,0.1132359,-2.559486,1.10
GRB140828288,23.552,3.7583e-6,1.4971e-7,3.5473,0.2236,6.2411,1.0126,3.641089e-7,7.668147e-8,0.009329524,218.8125,-1.241574,0.2146828,0.2146828,-16.21247,1.23
GRB140829880,77.568,5.3902e-6,1.2456e-7,2.9853,0.3844,8.1965,2.0337,3.024851e-7,9.551712e-8,0.01986603,187.6476,-0.09577046,0.6446718,0.6446718,-4.300286,0.76
GRB140831374,3.584,1.0912e-6,3.1439e-8,3.7691,0.2742,6.0762,1.3983,9.886597e-7,1.147322e-7,0.01390339,478.7715,-0.5751334,0.1949361,0.1949361,-18.48145,0.88
GRB140901262,65.025,2.9293e-6,3.2713e-8,2.5541,0.2047,3.5469,1.1094,4.326453e-7,8.057283e-8,0.0137294,224.7785,-0.47137,0.5145137,0.5145137,-2.136801,2.71
GRB140901821,0.176,5.123e-6,3.1497e-8,10.0194,0.3443,51.5244,2.0084,0.00002121765,8.404318e-7,0.1720479,697.6152,-0.3063281,0.08371247,0.08371247,-6.185666,0.80
GRB140905454,110.082,0.000027462,5.6012e-8,4.2907,0.2362,5.7791,1.0377,4.648867e-7,4.362056e-8,0.0329332,140.9324,-0.6145104,0.1855312,0.1855312,-11.71589,0.89
GRB140906175,37.633,1.5513e-6,4.336e-8,2.6398,0.2544,4.7437,1.348,2.606917e-7,8.545223e-8,0.0180394,117.8368,-0.85137,0.3849298,0.3849298,-9.65625,0.99
GRB140906429,20.736,8.368e-6,6.7815e-8,11.0173,0.2987,15.2144,1.2853,1.814603e-6,9.154357e-8,0.04231599,290.3966,-0.9633554,0.0670871,0.0670871,-15.98731,1.04
GRB140907429,27.392,1.3461e-6,1.76e-7,2.6066,0.5279,8.1617,3.4675,1.752928e-7,7.639759e-8,0.008060471,202.6851,-0.4862224,0.7657869,0.7657869,-6.416759,0.85
GRB140907672,35.841,6.4501e-6,6.3631e-8,4.279,0.252,6.0298,1.3498,3.966677e-7,5.942691e-8,0.04276657,100.9105,-0.5107521,0.3207389,0.3207389,-2.697765,1.02
GRB140911012,116.736,6.7844e-6,8.6314e-8,3.076,0.3151,5.9983,1.3992,7.591427e-7,1.359534e-7,0.008313628,625.1331,-0.6414645,0.3164515,0.3164515,-2.251322,1.76
GRB140912664,2.304,5.9209e-7,2.1183e-8,1.931,0.1563,3.748,0.6689,4.303095e-7,7.615181e-8,0.006722495,412.4555,-0.5538791,0.3949247,0.3949247,-2.085417,4.04
GRB140916234,31.233,6.0945e-6,7.1503e-8,11.9638,0.5136,16.7335,2.3019,6.608246e-7,5.188584e-8,0.1826904,56.76403,-0.5743599,0.241786,0.241786,-3.850964,0.88
GRB140917512,16.512,6.2211e-6,4.9016e-8,6.8501,0.2996,9.1699,1.2001,2.277147e-6,1.319561e-7,0.01532737,1593.83,-0.7595227,0.07107084,0.07107084,-12.25687,0.95
GRB140919636,108.546,0.000010749,2.407e-8,3.6367,0.1701,4.8854,0.9941,7.759738e-7,1.014501e-7,0.01273843,417.7998,-0.550182,0.1982727,0.1982727,-5.295549,0.87
GRB140928100,7.68,2.7794e-6,2.3235e-8,12.5031,0.3497,19.8415,1.845,1.022162e-6,6.232929e-8,0.03819153,125.1536,-1.301769,0.08591666,0.08591666,-7.614378,1.29
GRB140928437,17.92,4.4723e-6,8.3463e-8,4.9114,0.2954,7.8533,1.5254,1.953324e-6,1.339632e-7,0.01039858,800.1398,0.03764761,0.2677772,0.2677772,-2.176308,2.14
GRB140929677,37.12,1.8724e-6,4.8656e-8,2.2484,0.2256,4.6912,1.0326,1.052694e-7,4.88423e-8,0.05805196,59.20599,-0.1733715,0.770654,0.770654,-9.82976,0.77
GRB141003564,8.704,1.8542e-6,4.3408e-8,7.897,0.4345,9.7579,2.5646,6.37162e-7,9.456253e-8,0.2470472,53.43244,-0.0935475,1.257321,1.257321,-2.093959,3.65
GRB141004150,9.472,4.0962e-6,2.5668e-8,9.3996,0.2653,12.022,1.1983,6.807218e-7,4.232815e-8,0.6657516,62.15712,0.3004075,0.2129566,0.2129566,-3.376333,0.72
GRB141005217,3.392,2.504e-6,2.7008e-8,7.6285,0.3811,9.8819,1.6967,1.025034e-6,1.030496e-7,0.08874033,173.2405,0.05071613,0.1852086,0.1852086,-6.414002,0.73
GRB141005535,11.264,7.176e-7,4.2393e-8,2.7083,0.2528,5.312,1.0933,1.501816e-7,4.897306e-8,0.05505582,79.28393,-0.07336432,0.6326719,0.6326719,-12.90699,0.75
GRB141011282,0.08,9.3785e-7,1.0545e-8,3.4718,0.2317,29.5661,1.6886,8.99964e-6,6.457599e-7,0.1217272,475.6797,-0.4639341,0.1496874,0.1496874,-2.414768,1.27
GRB141011467,12.029,2.8852e-6,3.181e-8,4.3934,0.2456,6.2296,1.0344,1.583104e-6,1.410358e-7,0.01250706,899.5183,-0.5960245,0.1505893,0.1505893,-2.242198,1.79
GRB141012773,37.633,6.6405e-6,4.2625e-8,3.5877,0.2135,6.0185,0.9335,1.062046e-6,9.76537e-8,0.01158677,656.0565,-0.7152516,0.1429396,0.1429396,-6.983742,0.93
GRB141013803,82.432,8.8092e-6,2.2047e-7,2.9284,0.2847,5.2925,1.528,3.248279e-7,7.267342e-8,0.3673901,76.66969,1.085007,1.445691,1.445691,-2.253802,1.53
GRB141016897,17.405,3.579e-6,4.8085e-8,7.4066,0.2625,9.0352,1.0643,9.734997e-7,6.788722e-8,0.0650327,142.8365,-0.4706333,0.1549441,0.1549441,-2.62085,1.05
GRB141022061,11.52,5.602e-7,2.4573e-8,1.0794,0.1658,2.95,1.5598,1.624549e-7,5.803527e-8,0.008935241,165.7113,-0.6420089,0.6769508,0.6769508,-10.90577,0.90
GRB141022087,9.216,0.000089994,9.5357e-8,62.897,1.2085,97.2009,5.498,0.00001960256,3.313661e-7,0.2621134,505.4049,-0.6061632,0.04309643,0.04309643,-2.996353,0.95
GRB141026742,2.56,3.9677e-7,8.7507e-9,2.8467,0.204,4.0805,1.1557,1.973021e-7,6.815055e-8,0.00736813,137.3915,-1.238977,0.3295915,0.3295915,-5.339355,1.23
GRB141028455,31.489,0.000034781,8.9141e-8,17.346,0.3418,21.1876,1.3644,4.230113e-6,1.104839e-7,0.06468321,438.6262,-0.6554908,0.05117833,0.05117833,-2.297423,1.59
GRB141029134,202.435,0.000040776,1.7879e-7,20.2672,0.3865,24.1519,1.6722,4.284388e-6,1.587304e-7,0.06639511,457.0555,-0.8621706,0.05055587,0.05055587,-2.746158,1.11
GRB141031257,38.656,1.6006e-6,4.1214e-8,1.6391,0.1864,3.6681,0.87,2.960558e-7,5.767135e-8,0.009522132,232.9283,-0.3209236,0.6459678,0.6459678,-2.158589,2.38
GRB141102536,2.624,1.4195e-6,4.1208e-8,4.7608,0.2142,15.5869,1.2438,4.027771e-6,4.623219e-7,0.06922395,395.0982,-0.581818,0.2192852,0.2192852,-2.542741,1.14
GRB141102779,25.088,8.4372e-7,3.6725e-8,2.2956,0.2136,4.2111,1.1761,2.636018e-7,6.269217e-8,0.01377685,130.7661,-0.781323,0.4894574,0.4894574,-2.346153,1.49
GRB141105358,19.2,1.8375e-6,3.0209e-8,3.9562,0.2962,7.1855,1.6131,3.54264e-7,7.420289e-8,0.02937314,131.8953,-0.4315007,0.4306041,0.4306041,-2.926759,0.92
GRB141105406,1.28,8.8289e-7,2.6964e-8,4.6625,0.2499,10.3769,1.1571,2.9404e-6,3.872141e-7,0.07239776,322.9593,0.1656209,0.3576725,0.3576725,-18.12726,0.71
GRB141109447,32,5.2109e-6,8.6511e-8,2.3259,0.2398,6.5817,1.9866,5.632058e-7,8.01501e-8,0.01338938,314.1587,-0.1412023,0.5445032,0.5445032,-2.770186,0.91
GRB141112828,63.745,2.1037e-6,3.6931e-8,3.7809,0.2411,4.6787,1.0334,2.99196e-7,4.115012e-8,8.946053,50.99829,2.201625,1.731475,1.731475,-2.456461,0.96
GRB141114687,44.8,3.5928e-6,4.0557e-8,3.195,0.2999,5.7974,1.3979,2.637473e-7,1.291799e-7,0.03643387,113.3995,-0.3118241,0.4602738,0.4602738,-10.74375,0.81
GRB141118678,4.352,3.2983e-6,2.8093e-8,7.0663,0.2868,9.879,1.241,1.551378e-6,1.222085e-7,0.03643658,317.3752,-0.5363227,0.120317,0.120317,-13.96875,0.87
GRB141121414,3.84,8.7914e-7,4.1745e-8,2.2957,0.1726,4.2871,1.0024,3.628711e-7,7.322218e-8,0.04887553,143.8754,0.5379375,0.7104052,0.7104052,-2.40071,1.15
GRB141122875,30.72,4.0273e-6,1.6895e-7,4.3715,0.274,5.6865,1.1538,1.692215e-7,1.820223e-8,0.466076,34.09877,0.05942227,0.5575411,0.5575411,-5.457567,0.73
GRB141122956,4.096,2.2196e-7,2.8849e-8,0.9526,0.1788,2.8368,1.0415,1.091914e-7,7.719834e-8,0.005399165,120.843,-1.102499,0.6210995,0.6210995,-5.775,1.13
GRB141202470,1.344,4.2375e-6,2.0957e-8,8.419,0.2568,11.6124,0.9817,5.702063e-6,6.412097e-7,0.03443897,647.5989,0.2961919,0.3738562,0.3738562,-4.041497,0.69
GRB141205018,13.056,1.6031e-6,4.1267e-8,2.1505,0.2804,4.6669,1.8177,4.330751e-7,1.030231e-7,0.007572597,400.1512,-0.9918303,0.3449129,0.3449129,-8.124261,1.06
GRB141205763,5.437,6.4061e-6,7.7621e-8,21.0453,0.553,30.2162,2.4719,2.146309e-6,9.583019e-8,0.1367342,120.4333,-0.77244,0.1026821,0.1026821,-2.685764,1.10
GRB141206254,4.608,5.366e-7,2.8533e-8,1.9184,0.1903,3.4086,0.8422,2.61525e-7,8.117588e-8,0.01068001,176.4281,-0.7793576,0.514965,0.514965,-2.687337,1.10
GRB141207800,20.992,0.000034197,1.1607e-7,8.6657,0.2616,12.7461,1.2009,4.256616e-6,1.278591e-7,0.02254959,1051.549,-0.2825941,0.08261734,0.08261734,-3.003852,0.87
GRB141208038,14.336,1.7739e-6,3.0921e-8,2.9994,0.3014,4.3855,1.4075,4.150041e-7,1.013729e-7,0.006992255,419.6465,-1.028571,0.3008557,0.3008557,-6.256439,1.08
GRB141209131,78.081,5.5484e-6,5.9198e-8,3.0781,0.243,4.6547,0.9574,5.631346e-7,1.111083e-7,0.01648765,281.8524,-0.3352947,0.3079253,0.3079253,-7.766424,0.81
GRB141213300,0.768,6.5815e-7,1.9727e-8,6.7716,0.2978,15.8008,1.5719,2.082844e-6,4.184161e-7,0.08226716,195.2583,-0.748469,0.2781068,0.2781068,-3.384711,0.95
GRB141215560,11.264,0.000026896,1.1511e-7,20.5554,0.5643,30.806,2.5767,4.653998e-6,1.694104e-7,0.08792603,373.3576,-0.4358798,0.08117015,0.08117015,-22.04627,0.84
GRB141220252,7.616,5.3386e-6,3.5071e-8,11.997,0.3031,16.0741,1.4775,2.117483e-6,8.305089e-8,0.08726461,214.7644,-0.5247201,0.0726953,0.0726953,-6.884309,0.86
GRB141221338,23.808,4.0682e-6,6.2784e-8,5.3827,0.3449,8.9384,1.5245,7.904256e-7,1.15847e-7,0.01626818,321.4502,-1.075274,0.1512575,0.1512575,-6.315468,1.11
GRB141221897,32.513,7.4393e-6,7.1278e-8,3.5808,0.2186,4.9781,0.8917,5.376704e-7,1.156728e-7,0.04111294,166.3616,-0.1410402,0.2935825,0.2935825,-3.469505,0.78
GRB141222298,2.752,9.2055e-6,3.8177e-8,44.2603,0.4208,121.019,2.6175,7.458102e-6,1.163461e-7,0.08551161,2003.128,-1.423456,0.0144864,0.0144864,-2.521052,1.63
GRB141222691,34.049,0.000023313,3.4125e-8,17.6038,0.3474,21.737,1.4917,3.058922e-6,8.664155e-8,0.07507937,267.7231,-0.7900451,0.06423021,0.06423021,-2.288225,1.66
GRB141223240,94.208,1.8207e-6,4.5684e-8,1.8719,0.2242,3.9716,1.29,1.432243e-7,5.350092e-8,0.02662387,78.44609,-0.4184983,0.9240315,0.9240315,-2.858289,0.93
GRB141226880,38.656,3.2054e-6,6.6006e-8,1.5277,0.1695,3.6,0.9706,1.380675e-7,3.627912e-8,0.01506528,139.8622,-0.179468,0.7265159,0.7265159,-12.80084,0.77
