cntr_01 name RA Dec elliptical spiral photoz photozErr FUV NUV U G R I Z J H K W1 W2 W3 W4
621 1237645876888142005 37.9354931132414 -0.945538772907169 5e-06 0.999995 0.033461 0.011937 -15.877887105295265 -16.233257105295266 -18.673 -20.2485 -21.022 -21.4249 -21.7742 -20.888247105295264 -21.544247105295263 -22.065247105295263 -22.879247105295264 -23.076247105295266 -25.794247105295263 -28.005247105295265
622 1237645876888338566 38.3253060268446 -1.0075568712085 0.278145 0.721855 0.084219 0.021274 -17.960640428712587 -18.316010428712588 -18.4111 -19.8267 -20.3151 -20.6379 -20.7366 -22.971000428712586 -23.627000428712584 -24.148000428712585 -24.962000428712585 -25.159000428712588 -27.877000428712584 -30.088000428712586
623 1237645876888338683 38.3482118606436 -0.901692582252312 0.291105 0.708895 0.058709 0.019165 -17.138429200867243 -17.493799200867244 -17.9377 -18.9063 -19.372 -19.4316 -19.9975 -22.148789200867242 -22.80478920086724 -23.32578920086724 -24.13978920086724 -24.336789200867244 -27.05478920086724 -29.265789200867243
624 1237645876888338684 38.3482118606436 -0.901692582252312 0.291105 0.708895 0.058709 0.019165 -15.704159200867242 -16.356729200867242 -17.9377 -18.9063 -19.372 -19.4316 -19.9975 -9999.0 -9999.0 -9999.0 -22.31978920086724 -22.53378920086724 -26.204789200867243 -29.04578920086724
625 1237645876888404119 38.4194774495243 -0.886518442415193 0.179809 0.820191 0.070012 0.031931 -16.141883072126102 -17.178663072126103 -17.5588 -18.7475 -19.1251 -19.2077 -19.3585 -21.029443072126103 -21.4644430721261 -22.7054430721261 -23.075443072126102 -23.252443072126102 -25.796443072126102 -29.287443072126102
626 1237645876888469590 38.5749047150179 -0.988550842305091 0.093213 0.906787 0.049016 0.011369 -15.973620319501622 -16.33420031950162 -19.1617 -20.2435 -20.6967 -20.8839 -21.0564 -9999.0 -9999.0 -9999.0 -21.26688031950162 -21.47288031950162 -24.38788031950162 -27.88688031950162
627 1237645876888469632 38.6572530212425 -0.97978960350625 0.081223 0.918777 0.044945 0.013535 -13.337303286046891 -13.888363286046895 -19.4921 -20.995 -21.7104 -22.1156 -22.3589 -9999.0 -9999.0 -9999.0 -21.687203286046895 -21.926203286046892 -25.423203286046892 -27.711203286046892
628 1237645876888797298 39.4078170976966 -0.90575026305716 0.039174 0.960826 0.035061 0.005801 -13.607344146216652 -13.998614146216651 -19.1043 -20.0432 -20.4684 -20.6256 -20.8178 -19.653234146216654 -20.250234146216652 -21.02323414621665 -21.568234146216653 -21.861234146216653 -23.62723414621665 -27.022234146216654
629 1237645876888797300 39.4078206060341 -0.905764238436453 0.053039 0.946961 0.035061 0.005801 -15.081554146216652 -15.56845414621665 -19.1043 -20.0432 -20.4684 -20.6256 -20.8178 -20.062234146216653 -20.89223414621665 -21.324234146216654 -22.20723414621665 -22.590234146216652 -26.21723414621665 -29.067234146216652
632 1237645876888928402 39.6370231765267 -0.867329633348504 0.08311 0.91689 0.044167 0.011258 -9999.0 -16.523129505112248 -18.8197 -19.6822 -20.1547 -20.3499 -20.2936 -9999.0 -9999.0 -9999.0 -21.323059505112248 -21.723059505112246 -24.808059505112247 -28.184059505112245
633 1237645876889059470 40.0413031846699 -0.946864994031483 0.019585 0.980415 0.04771 0.012799 -9999.0 -16.149870742749417 -19.8107 -20.9593 -21.5482 -21.8177 -22.1827 -9999.0 -9999.0 -9999.0 -20.62619074274942 -20.94719074274942 -24.42019074274942 -27.86219074274942
634 1237645876889059472 40.0413047168874 -0.946870572623434 0.022488 0.977512 0.04771 0.012799 -13.913020742749417 -14.50631074274942 -19.8107 -20.9593 -21.5482 -21.8177 -22.1827 -20.717190742749416 -21.33119074274942 -22.13019074274942 -23.046190742749417 -23.509190742749418 -34.42019074274942 -37.83219074274942
635 1237645876889190597 40.2401307063995 -0.861320590467611 0.149436 0.850564 0.065642 0.047349 -14.63365868049334 -15.226948680493344 -15.7313 -16.943 -17.2973 -17.4342 -16.6458 -21.43782868049334 -22.051828680493344 -22.850828680493343 -23.76682868049334 -24.22982868049334 -35.14082868049334 -38.55282868049334
636 1237645876889321478 40.5260878767484 -0.893375155787473 0.006923 0.993077 0.042458 0.011752 -13.867478895397829 -15.406748895397827 -19.173 -20.4334 -20.9749 -21.3314 -21.5746 -21.69566889539783 -22.385668895397828 -22.72366889539783 -23.65566889539783 -23.702668895397828 -25.016668895397828 -32.04866889539783
637 1237645876889321559 40.632152153431 -1.0154511491741 0.058253 0.941747 0.069358 0.021262 -17.799429251201477 -18.087229251201478 -20.5781 -21.6316 -22.2029 -22.4475 -22.742 -9999.0 -9999.0 -9999.0 -21.688069251201476 -21.907069251201477 -25.646069251201478 -28.78606925120148
638 1237645876889321570 40.6326228531704 -0.963671673021535 0.222634 0.777366 0.053632 0.020329 -9999.0 -9999.0 -17.5709 -18.5068 -18.9005 -18.9075 -19.0495 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
639 1237645876889452653 40.8710506010609 -1.00272760137445 0.071433 0.928567 0.036623 0.010549 -17.4661458097874 -17.713545809787398 -19.3054 -20.6151 -21.2293 -21.5072 -21.8499 -9999.0 -9999.0 -9999.0 -21.074375809787398 -21.379375809787398 -24.282375809787396 -27.891375809787398
642 1237645876889649463 41.3292448208171 -0.923892134808251 0.153588 0.846412 0.065014 0.033503 -15.922053419636239 -16.50625341963624 -16.9621 -17.9601 -18.4289 -18.3791 -18.5522 -21.23799341963624 -21.95099341963624 -22.72399341963624 -23.361993419636242 -23.68499341963624 -27.38699341963624 -28.86599341963624
643 1237645876889780425 41.6750656462773 -0.828785987650318 0.202184 0.797816 0.091395 0.027733 -19.34682250119312 -19.66690250119312 -19.0066 -20.5145 -21.092 -21.374 -21.5882 -21.29819250119312 -22.81619250119312 -23.001192501193124 -23.532192501193123 -23.721192501193123 -26.58219250119312 -30.058192501193123
644 1237645876889780426 41.6750655124575 -0.82878686039988 0.175679 0.824321 0.091395 0.027733 -19.34682250119312 -19.66690250119312 -19.0066 -20.5145 -21.092 -21.374 -21.5882 -21.29819250119312 -22.81619250119312 -23.001192501193124 -23.532192501193123 -23.721192501193123 -26.58219250119312 -30.058192501193123
645 1237645876889845796 41.7969303277824 -0.835876001328318 0.040381 0.959619 0.057444 0.012903 -15.551743740795194 -15.981593740795192 -18.3149 -20.4573 -21.1698 -21.6803 -21.7795 -20.205533740795197 -20.967533740795197 -21.540533740795194 -22.220533740795194 -22.482533740795194 -25.580533740795193 -28.085533740795192
646 1237645876889845844 41.7111090031354 -0.899420395345375 0.00295 0.99705 0.063674 0.015638 -15.668676908907054 -16.205466908907056 -18.443 -20.6321 -21.3408 -21.7198 -21.9869 -20.438716908907054 -21.200716908907054 -21.773716908907055 -22.453716908907055 -22.715716908907055 -25.813716908907054 -28.318716908907057
647 1237645876889845847 41.7146118493031 -0.834952073792319 0.144326 0.855674 0.081792 0.019824 -18.515924245788405 -18.800424245788406 -19.8841 -21.1535 -21.832 -22.079 -22.3495 -9999.0 -9999.0 -9999.0 -22.085884245788403 -22.1398842457884 -25.4908842457884 -29.500884245788402
648 1237645876889845849 41.7146141599495 -0.834955887154051 0.094334 0.905666 0.081792 0.019824 -18.129524245788403 -18.427524245788405 -19.8841 -21.1535 -21.832 -22.079 -22.3495 -22.254884245788404 -24.445884245788402 -24.802884245788405 -24.991884245788405 -24.985884245788405 -26.773884245788402 -30.216884245788403
649 1237645876889911483 41.9094459818323 -0.85433418538401 0.163495 0.836505 0.024003 0.012117 -14.0847338204301 -15.040113820430102 -16.8666 -17.5225 -17.993 -18.0711 -18.0957 -19.3056238204301 -20.1616238204301 -21.089623820430102 -22.1126238204301 -22.499623820430102 -26.8596238204301 -28.980623820430104
650 1237645876889977101 42.1254113067945 -1.030424987579 0.025329 0.974671 0.044951 0.012601 -14.729022603094059 -15.45785260309406 -18.0574 -19.0269 -19.4433 -19.5529 -19.6177 -20.27650260309406 -20.94250260309406 -21.59150260309406 -22.743502603094058 -22.96250260309406 -26.999502603094058 -28.82650260309406
651 1237645876890042497 42.228000359276 -0.966761472077193 0.10471 0.89529 0.026025 0.00732 -13.512049249220642 -14.240879249220644 -18.1399 -19.1294 -19.5489 -19.7176 -19.8429 -19.059529249220642 -19.725529249220642 -20.374529249220643 -21.526529249220644 -21.745529249220645 -25.782529249220644 -27.609529249220643
652 1237645876890042524 42.2790845544529 -0.902316549680639 0.076526 0.923474 0.02527 0.007844 -14.398678413092012 -15.23843841309201 -17.9411 -19.2429 -19.7268 -19.9172 -20.0103 -18.96637841309201 -21.138378413092013 -20.416378413092012 -21.82037841309201 -21.95937841309201 -9999.0 -9999.0
653 1237645876890107947 42.3664423421996 -0.873020010334186 0.366687 0.633313 0.038375 0.007721 -15.772788315571866 -16.176198315571863 -21.0998 -22.6227 -23.2155 -23.5256 -23.668 -9999.0 -9999.0 -9999.0 -21.044638315571866 -21.245638315571863 -25.198638315571863 -28.890638315571863
654 1237645876890108096 42.4071700944025 -0.842466932103347 0.106631 0.893369 0.039333 0.00958 -13.075184391545193 -14.056644391545195 -17.645 -18.7628 -19.2603 -19.4654 -19.6504 -21.511704391545194 -22.279704391545195 -22.72670439154519 -23.600704391545193 -23.647704391545194 -9999.0 -9999.0
655 1237645876890173538 42.4733129281616 -1.00361995991191 0.024351 0.975649 0.033867 0.009637 -9999.0 -9999.0 -19.7572 -21.0163 -21.6949 -22.0574 -22.3752 -18.86108636204478 -19.78808636204478 -20.60908636204478 -21.59708636204478 -21.99008636204478 -25.06808636204478 -27.57108636204478
656 1237645876890173540 42.4733195043406 -1.00362467237785 0.01757 0.98243 0.033867 0.009637 -15.346176362044782 -15.562586362044781 -19.7572 -21.0163 -21.6949 -22.0574 -22.3752 -19.835086362044784 -20.41908636204478 -21.101086362044782 -22.06208636204478 -22.250086362044783 -26.01808636204478 -27.79208636204478
657 1237645876890173564 42.5420875959306 -0.867114923038808 0.170931 0.829069 0.028747 0.00809 -16.03952756142673 -16.42593756142673 -19.2344 -20.574 -21.2521 -21.5852 -21.864 -9999.0 -9999.0 -9999.0 -20.51693756142673 -20.69093756142673 -24.06893756142673 -26.88993756142673
658 1237645876890239171 42.6461184324729 -0.846281818264912 0.043145 0.956855 0.085652 0.025137 -18.63766904761583 -19.15833904761583 -18.439 -19.4592 -19.9043 -20.1031 -20.481 -22.55376904761583 -22.365769047615828 -23.34376904761583 -23.54176904761583 -23.64976904761583 -27.55376904761583 -29.50076904761583
659 1237645876890239172 42.6461184324729 -0.846281818264912 0.043145 0.956855 0.085652 0.025137 -17.96883904761583 -18.467859047615832 -18.439 -19.4592 -19.9043 -20.1031 -20.481 -21.64776904761583 -22.20976904761583 -22.994769047615833 -23.89976904761583 -24.109769047615828 -27.84676904761583 -30.162769047615832
660 1237645876890304636 42.8125640069595 -0.973268680216481 0.000529 0.999471 0.070188 0.020647 -16.994222383672323 -17.378202383672324 -19.4107 -20.8134 -21.3994 -21.7149 -21.924 -21.866162383672325 -22.458162383672324 -22.84016238367232 -23.592162383672324 -23.686162383672325 -26.107162383672325 -29.559162383672323
661 1237645876890304637 42.8125640069595 -0.973268680216481 0.000529 0.999471 0.070188 0.020647 -17.653942383672323 -17.980972383672324 -19.4107 -20.8134 -21.3994 -21.7149 -21.924 -22.238162383672325 -22.881162383672326 -23.178162383672323 -24.02616238367232 -24.180162383672325 -27.267162383672325 -29.208162383672324
662 1237645876890305061 42.8610253837173 -0.840050135073897 0.149743 0.850257 0.09201 0.066311 -18.2744414755472 -18.6014714755472 -16.9599 -18.0172 -18.5361 -18.5185 -19.1821 -22.8586614755472 -23.5016614755472 -23.7986614755472 -24.646661475547198 -24.8006614755472 -27.887661475547198 -29.8286614755472
663 1237645876890435821 43.0702366941504 -0.962464144481583 0.134025 0.865975 0.051901 0.041588 -16.97035852635512 -17.29738852635512 -17.0487 -17.8611 -18.1027 -18.1736 -17.9443 -21.554578526355122 -22.197578526355123 -22.49457852635512 -23.34257852635512 -23.496578526355123 -26.583578526355122 -28.52457852635512
664 1237645876890435822 43.0702366941504 -0.962464144481583 0.134025 0.865975 0.051901 0.041588 -16.301668526355122 -16.518078526355122 -17.0487 -17.8611 -18.1027 -18.1736 -17.9443 -20.790578526355123 -21.374578526355123 -22.05657852635512 -23.017578526355123 -23.205578526355122 -26.97357852635512 -28.74757852635512
665 1237645876890632255 43.5235248486156 -0.8767929689823 0.075155 0.924845 0.020476 0.054932 -13.853158259793851 -14.382898259793851 -17.0732 -17.7805 -17.9956 -18.0661 -18.0001 -18.59377825979385 -19.20777825979385 -19.76577825979385 -20.91677825979385 -21.12477825979385 -24.245778259793852 -26.38477825979385
666 1237645876890632650 43.5821225491265 -0.954138909262112 0.177316 0.822684 0.073989 0.160094 -16.72682223377165 -17.256562233771646 -17.3128 -17.5671 -17.8177 -18.2469 -18.5414 -21.46744223377165 -22.081442233771646 -22.639442233771646 -23.79044223377165 -23.998442233771648 -27.11944223377165 -29.258442233771646
667 1237645876890697897 43.7226230837661 -0.89715625764961 0.171034 0.828966 0.093839 0.024651 -17.976042958567778 -18.327772958567778 -19.3362 -20.5483 -21.0913 -21.2624 -21.5787 -9999.0 -9999.0 -9999.0 -22.352092958567773 -22.631092958567777 -26.270092958567776 -29.750092958567777
668 1237645876890697898 43.7226230837661 -0.89715625764961 0.171034 0.828966 0.093839 0.024651 -9999.0 -18.315442958567775 -19.3362 -20.5483 -21.0913 -21.2624 -21.5787 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
669 1237645876890894597 44.2274010316959 -1.02861617433521 0.203452 0.796548 0.095714 0.0373 -18.91709363189097 -19.265003631890973 -18.0563 -19.4521 -19.8639 -20.0505 -20.1368 -24.036803631890972 -24.866803631890974 -25.431803631890972 -26.257803631890972 -26.281803631890973 -28.835803631890972 -30.12180363189097
670 1237645876890894598 44.2274262734489 -1.02870485990155 0.19413 0.80587 0.095714 0.0373 -19.42965363189097 -19.788093631890973 -18.0563 -19.4521 -19.8639 -20.0505 -20.1368 -22.292803631890973 -22.992803631890972 -23.424803631890974 -24.11480363189097 -24.23680363189097 -27.62880363189097 -30.408803631890972
671 1237645876890959969 44.2935957285105 -0.839125818440578 0.055353 0.944647 0.035261 0.010283 -17.16875537222677 -17.52719537222677 -18.9431 -20.0816 -20.6994 -20.9808 -21.3036 -20.031905372226774 -20.73190537222677 -21.163905372226772 -21.85390537222677 -21.97590537222677 -25.367905372226772 -28.147905372226774
676 1237645876891418729 45.3590388676579 -0.991142438896642 0.046814 0.953186 0.036584 0.011426 -17.28127997631019 -17.732819976310193 -18.2059 -18.9513 -19.2331 -19.3359 -19.369 -9999.0 -9999.0 -9999.0 -20.860999976310193 -21.06199997631019 -23.96999997631019 -27.20799997631019
677 1237645876891484331 45.4310371519052 -0.990076958476635 0.034531 0.965469 0.085681 0.022464 -18.38097722936274 -18.85925722936274 -18.6107 -20.1818 -20.6964 -21.0539 -21.2962 -21.33354722936274 -21.85454722936274 -23.18254722936274 -23.42954722936274 -23.64954722936274 -27.503547229362738 -29.44654722936274
678 1237645876891615346 45.765454429027 -0.96295217392458 0.023906 0.976094 0.053871 0.013211 -16.42549317328909 -16.830763173289093 -18.8206 -19.7497 -20.19 -20.3471 -20.5322 -9999.0 -9999.0 -9999.0 -21.31054317328909 -21.82554317328909 -25.382543173289093 -28.431543173289093
679 1237645876891680872 45.9395544136129 -0.922341493150124 0.102391 0.897609 0.029526 0.006292 -15.081203812434246 -15.486473812434244 -17.8409 -18.8755 -19.1356 -19.2644 -19.3395 -9999.0 -9999.0 -9999.0 -19.966253812434246 -20.481253812434247 -24.038253812434245 -27.087253812434245
680 1237645876891680873 45.9395544136129 -0.922341493150124 0.102391 0.897609 0.029526 0.006292 -13.119523812434245 -13.666883812434246 -17.8409 -18.8755 -19.1356 -19.2644 -19.3395 -9999.0 -9999.0 -9999.0 -19.388253812434243 -20.029253812434245 -23.243253812434247 -27.161253812434246
681 1237645876891680903 46.0133841062118 -0.909697259827177 0.008387 0.991613 0.074104 0.016888 -17.990538434252976 -18.794948434252973 -19.3117 -20.638 -21.4948 -21.8663 -22.2783 -23.484988434252976 -24.325988434252974 -24.870988434252972 -26.059988434252972 -26.178988434252975 -29.782988434252974 -31.754988434252972
682 1237645876891746399 46.0992638035484 -0.976273442555421 0.005862 0.994138 0.033724 0.008578 -12.153929159793798 -12.939129159793797 -18.3331 -19.1047 -19.3829 -19.4626 -19.4811 -9999.0 -9999.0 -9999.0 -20.1666691597938 -19.904669159793798 -23.4226691597938 -27.161669159793796
683 1237645876891746431 46.1646025988954 -0.841301523521892 0.049009 0.950991 0.027899 0.006332 -14.469689421565574 -15.157459421565575 -18.9335 -19.9164 -20.3124 -20.5285 -20.71 -19.38854942156557 -19.982549421565572 -20.536549421565574 -21.425549421565574 -21.709549421565573 -24.541549421565573 -26.785549421565573
685 1237645876891811978 46.3047132957469 -1.00633866669286 0.235248 0.764752 0.074111 0.013417 -16.42096411999791 -17.10951411999791 -20.1427 -21.3767 -22.017 -22.3211 -22.5198 -9999.0 -9999.0 -9999.0 -21.380204119997913 -21.50920411999791 -25.07020411999791 -28.388204119997912
686 1237645876891811980 46.3047165325654 -1.00634451354905 0.255173 0.744827 0.074111 0.013417 -15.325804119997912 -16.69287411999791 -20.1427 -21.3767 -22.017 -22.3211 -22.5198 -9999.0 -9999.0 -9999.0 -22.27520411999791 -22.61020411999791 -26.36420411999791 -29.249204119997913
687 1237645876891812126 46.3140500186355 -0.849060936444242 0.118266 0.881734 0.061551 0.030515 -18.075131483459657 -18.550861483459656 -17.7398 -18.7141 -19.1531 -19.2128 -19.2369 -22.946821483459658 -22.52882148345966 -24.18382148345966 -24.65382148345966 -24.746821483459655 -27.931821483459657 -29.690821483459658
688 1237645876891943039 46.6125136378885 -0.846618745943027 0.156725 0.843275 0.033757 0.009184 -14.870515817928872 -15.434775817928873 -18.5899 -20.1248 -20.7901 -21.1387 -21.3891 -9999.0 -9999.0 -9999.0 -19.674845817928873 -19.832845817928874 -23.821845817928875 -26.967845817928875
689 1237645876891943140 46.53492386806 -0.836493659248954 0.011678 0.988322 0.06042 0.021589 -16.761188555967568 -17.01867855596757 -18.5446 -18.9642 -19.5139 -19.625 -19.7854 -9999.0 -9999.0 -9999.0 -21.20980855596757 -21.299808555967566 -25.143808555967567 -28.635808555967568
690 1237645876892074205 46.8247089634139 -0.97844187887072 0.2857 0.7143 0.072604 0.024954 -18.43084458282108 -18.859264582821083 -18.2385 -19.0327 -19.4271 -19.5506 -19.5944 -20.689314582821083 -21.54131458282108 -22.579314582821084 -23.076314582821084 -23.30131458282108 -26.99031458282108 -28.554314582821082
691 1237645876892074250 46.8991124033316 -0.936238458121203 0.052695 0.947305 0.08505 0.038535 -18.793088195981678 -19.221508195981677 -17.7864 -19.3937 -19.9404 -20.0885 -20.2942 -21.051558195981677 -21.903558195981677 -22.941558195981678 -23.438558195981678 -23.66355819598168 -27.35255819598168 -28.91655819598168
692 1237645876892139737 46.9872101350969 -0.850098142398508 0.040655 0.959345 0.060735 0.022325 -14.918465299786535 -9999.0 -18.6364 -19.1402 -19.5934 -19.7666 -19.8366 -20.848585299786535 -21.907585299786536 -22.606585299786538 -23.357585299786535 -23.714585299786535 -27.179585299786538 -28.848585299786535
693 1237645876892205206 47.1030124124343 -0.832216304765362 0.014222 0.985778 0.093659 0.025317 -16.21913928201434 -17.24219928201434 -20.0135 -20.437 -20.8662 -20.931 -21.1049 -21.27365928201434 -21.97865928201434 -23.05565928201434 -23.29565928201434 -23.52765928201434 -25.99465928201434 -29.629659282014337
694 1237645876892205279 47.1370021008875 -0.993901176345361 0.131753 0.868247 0.013075 0.063429 -14.145191876443194 -14.511811876443192 -14.6143 -15.4121 -15.6008 -15.7119 -15.6356 -9999.0 -9999.0 -9999.0 -17.953611876443194 -18.21561187644319 -21.831611876443194 -24.756611876443195
695 1237645876892401917 47.5990679366618 -1.02596266936165 0.023187 0.976813 0.095807 0.031565 -17.741918726772322 -18.47311872677232 -19.3147 -19.1683 -19.5926 -19.6922 -19.8399 -21.935048726772322 -22.52504872677232 -23.389048726772323 -24.191048726772323 -24.40304872677232 -27.763048726772322 -30.10004872677232
697 1237645876892664256 48.1722365013504 -0.825764010996219 0.04262 0.95738 0.099797 0.026168 -19.446627347685165 -19.87580734768516 -19.268 -19.7203 -20.5199 -20.7217 -21.0165 -21.877477347685165 -23.463477347685163 -23.621477347685165 -24.356477347685164 -24.514477347685165 -28.178477347685163 -30.450477347685162
698 1237645876892795111 48.5170303049192 -0.992374214538138 0.0 1.0 0.094083 0.023188 -19.31024019550733 -19.73942019550733 -19.8242 -20.2403 -20.7539 -21.0075 -21.1227 -21.74109019550733 -23.32709019550733 -23.48509019550733 -24.22009019550733 -24.37809019550733 -28.042090195507328 -30.31409019550733
699 1237645876893122689 49.2492608614499 -0.901216868397345 0.034272 0.965728 0.058035 0.011615 -14.303214317262498 -15.730124317262497 -19.2401 -20.7036 -21.445 -21.8011 -22.1901 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
700 1237645876893122690 49.2492651320746 -0.901219701150979 0.032004 0.967996 0.058035 0.011615 -17.573884317262497 -18.115234317262498 -19.2401 -20.7036 -21.445 -21.8011 -22.1901 -20.5016743172625 -22.271674317262498 -22.6236743172625 -23.234674317262495 -23.298674317262495 -26.541674317262498 -28.767674317262497
701 1237645876893122691 49.2492651320746 -0.901219701150979 0.032004 0.967996 0.058035 0.011615 -17.573884317262497 -18.115234317262498 -19.2401 -20.7036 -21.445 -21.8011 -22.1901 -20.5016743172625 -22.271674317262498 -22.6236743172625 -23.234674317262495 -23.298674317262495 -26.541674317262498 -28.767674317262497
702 1237645876893319377 49.7191046519282 -0.988261527219545 0.101557 0.898443 0.087663 0.020445 -18.37934703910357 -18.85182703910357 -19.0685 -20.5375 -20.9052 -21.3115 -21.3101 -21.350147039103568 -22.510147039103572 -22.756147039103567 -23.61014703910357 -23.902147039103568 -27.83314703910357 -30.12614703910357
704 1237645876894040161 51.2868795784134 -0.971869773294243 0.415841 0.584159 0.047137 0.027983 -9999.0 -9999.0 -17.3935 -18.3649 -18.7446 -18.9153 -19.098 -9999.0 -9999.0 -9999.0 -19.430053879281537 -20.00505387928154 -24.16005387928154 -27.67005387928154
705 1237645876894040188 51.3423088191697 -0.97943650476505 0.464884 0.535116 0.038006 0.013462 -15.122840133413483 -15.638460133413481 -18.0973 -19.1265 -19.7741 -20.0187 -20.2445 -9999.0 -9999.0 -9999.0 -18.94807013341348 -19.52307013341348 -23.67807013341348 -27.188070133413483
706 1237645876894040204 51.4099337346922 -1.03012779752838 0.110313 0.889687 0.022537 0.006659 -12.409293017968924 -12.736753017968926 -18.3181 -19.7593 -20.1352 -20.3389 -20.4479 -9999.0 -9999.0 -9999.0 -19.796393017968924 -20.344393017968926 -23.612393017968927 -26.773393017968928
710 1237645876894171310 51.6872023823961 -0.826531787876183 0.013601 0.986399 0.055905 0.020551 -16.424379860785834 -16.696639860785837 -18.3236 -19.7721 -20.3316 -20.6754 -20.9235 -9999.0 -9999.0 -9999.0 -21.408179860785836 -21.479179860785834 -24.677179860785834 -28.138179860785833
712 1237645876894433434 52.2607260258619 -0.927453470252286 0.05242 0.94758 0.046047 0.013418 -17.163687785004765 -18.204787785004765 -20.0732 -21.2789 -21.9185 -22.2229 -22.5143 -22.977537785004767 -23.874537785004765 -24.36853778500477 -25.384537785004767 -25.603537785004768 -29.701537785004767 -32.34153778500477
713 1237645876894433436 52.2607348248653 -0.927455913874727 0.052891 0.947109 0.046047 0.013418 -16.564547785004766 -16.799527785004766 -20.0732 -21.2789 -21.9185 -22.2229 -22.5143 -9999.0 -9999.0 -9999.0 -21.008537785004766 -21.141537785004765 -24.471537785004767 -28.006537785004767
714 1237645876894498943 52.3642934999194 -0.873075226288763 0.004665 0.995335 0.065013 0.023478 -16.48174848888234 -16.902628488882343 -19.1319 -20.5717 -21.1414 -21.4554 -21.7425 -9999.0 -9999.0 -9999.0 -22.010958488882338 -22.36495848888234 -25.867958488882337 -28.22795848888234
715 1237645876894498944 52.3642934999194 -0.873075226288763 0.004665 0.995335 0.065013 0.023478 -17.07720848888234 -17.29651848888234 -19.1319 -20.5717 -21.1414 -21.4554 -21.7425 -9999.0 -9999.0 -9999.0 -21.023958488882343 -20.904958488882343 -25.057958488882342 -29.09395848888234
716 1237645876894499111 52.3824802705096 -0.966425030946989 0.098761 0.901239 0.04384 0.02372 -9999.0 -16.255696862090524 -17.4756 -18.3573 -18.8393 -18.9699 -19.0359 -9999.0 -9999.0 -9999.0 -21.190406862090526 -21.392406862090525 -24.792406862090523 -28.154406862090525
718 1237645876894564525 52.5536858404583 -0.974479778514157 0.209772 0.790228 0.057513 0.01672 -16.63460723354508 -17.198827233545078 -18.9923 -19.7919 -20.2214 -20.3754 -20.5714 -9999.0 -9999.0 -9999.0 -22.70124723354508 -22.98524723354508 -26.45224723354508 -28.45224723354508
719 1237645876894564625 52.5749207065106 -0.9403070486556 0.003513 0.996487 0.035305 0.01264 -14.636373626538422 -15.069753626538425 -16.5881 -18.1415 -18.4762 -18.6342 -18.8017 -19.643683626538422 -20.037683626538424 -20.658683626538423 -21.515683626538426 -21.625683626538425 -25.067683626538425 -27.528683626538424
721 1237645876894629920 52.6955977976213 -0.885148866380397 0.059914 0.940086 0.039483 0.014311 -17.031197970157887 -17.411407970157885 -18.8418 -20.4175 -21.0501 -21.4453 -21.7378 -19.520207970157887 -20.818207970157886 -21.414207970157886 -21.333207970157886 -21.672207970157885 -25.455207970157886 -28.093207970157884
722 1237645876894695705 52.8842560260853 -1.01063517452469 0.168287 0.831713 0.097958 0.015705 -18.299557693610407 -18.579597693610406 -18.7344 -21.0159 -21.7146 -22.1867 -22.5399 -9999.0 -9999.0 -9999.0 -22.907407693610406 -23.203407693610405 -26.968407693610406 -29.629407693610403
723 1237645876894695706 52.8842560260853 -1.01063517452469 0.168287 0.831713 0.097958 0.015705 -18.299557693610407 -18.579597693610406 -18.7344 -21.0159 -21.7146 -22.1867 -22.5399 -9999.0 -9999.0 -9999.0 -22.907407693610406 -23.203407693610405 -26.968407693610406 -29.629407693610403
724 1237645876894761127 52.9954458610157 -0.884026219166167 0.003004 0.996996 0.040025 0.021019 -16.81030428900406 -17.27646428900406 -18.6245 -19.3446 -19.8657 -20.1019 -20.3659 -20.09067428900406 -20.81067428900406 -21.187674289004057 -22.193674289004058 -22.34867428900406 -25.760674289004058 -27.61267428900406
725 1237645876894957620 53.4615592397818 -1.00837666485913 0.03106 0.96894 0.0335 0.008575 -16.413469034881405 -16.879629034881408 -18.882 -19.9925 -20.545 -20.8235 -20.9989 -19.693839034881407 -20.413839034881406 -20.790839034881408 -21.79683903488141 -21.951839034881406 -25.36383903488141 -27.215839034881405
726 1237645876895088816 53.780162489061 -0.877219057387069 0.266504 0.733496 0.027311 0.01201 -15.023504214514071 -15.508064214514073 -17.1846 -18.4761 -18.8566 -18.9753 -18.8628 -19.32434421451407 -19.94634421451407 -20.478344214514074 -21.17834421451407 -21.496344214514075 -25.088344214514073 -27.317344214514073
727 1237645876895088881 53.8144040853048 -1.03740236308483 0.020753 0.979247 0.088268 0.031089 -19.927587845744107 -20.275657845744107 -19.4563 -19.8568 -20.3614 -20.4121 -20.7466 -21.67497784574411 -22.46797784574411 -23.789977845744108 -23.785977845744107 -23.981977845744108 -28.02897784574411 -29.733977845744107
730 1237645876895154328 53.8144699025534 -1.03741618502493 0.031402 0.968598 0.088268 0.031089 -18.119737845744105 -18.51021784574411 -19.4563 -19.8568 -20.3614 -20.4121 -20.7466 -21.346977845744107 -22.274977845744107 -22.687977845744108 -23.697977845744106 -23.91597784574411 -27.05197784574411 -29.754977845744108
