cntr_01 name RA Dec elliptical spiral photoz photozErr FUV NUV U G R I Z J H K W1 W2 W3 W4
6104 1237650369401782443 165.349133778782 -3.27444465670529 0.588222 0.411778 0.073717 0.007679 -9999.0 -9999.0 -19.0134 -21.1005 -21.7705 -22.1426 -22.3267 -9999.0 -9999.0 -9999.0 -21.61703367818071 -21.68803367818071 -25.55603367818071 -28.39103367818071
6110 1237650369402241165 166.409847251469 -3.39965401159719 0.91506 0.08494 0.082662 0.009189 -9999.0 -9999.0 -19.3126 -21.4125 -22.2014 -22.5708 -22.8141 -9999.0 -9999.0 -9999.0 -22.85515871355912 -23.027158713559125 -25.402158713559125 -28.822158713559123
6111 1237650369402241168 166.409840733365 -3.39965645323958 0.94062 0.05938 0.082662 0.009189 -9999.0 -9999.0 -19.3126 -21.4125 -22.2014 -22.5708 -22.8141 -23.438158713559123 -24.19015871355912 -24.270158713559123 -24.835158713559125 -24.836158713559122 -25.73915871355912 -29.384158713559124
6112 1237650369402241178 166.417142846183 -3.3624976708545 0.715508 0.284492 0.088313 0.015299 -9999.0 -9999.0 -19.6877 -21.0256 -21.5731 -21.9083 -22.1034 -9999.0 -9999.0 -9999.0 -22.40615121954584 -22.54315121954584 -25.76015121954584 -28.806151219545843
6117 1237650369402241519 166.397448410359 -3.20427765336606 0.60936 0.39064 0.091796 0.039624 -9999.0 -9999.0 -19.2263 -19.2571 -19.8072 -19.7107 -19.4922 -9999.0 -9999.0 -9999.0 -22.73628993729267 -22.61628993729267 -25.71928993729267 -29.452289937292672
6118 1237650369402241520 166.397493307287 -3.20430173286625 0.582546 0.417454 0.091796 0.039624 -9999.0 -9999.0 -19.2263 -19.2571 -19.8072 -19.7107 -19.4922 -21.487289937292672 -22.327289937292672 -23.069289937292673 -23.61628993729267 -23.71328993729267 -26.077289937292672 -29.536289937292672
6136 1237650369403093072 168.265393628427 -3.28430423151511 0.707872 0.292128 0.085128 0.00787 -9999.0 -9999.0 -19.9126 -22.0404 -22.8114 -23.1691 -23.4714 -9999.0 -9999.0 -9999.0 -22.127664750879006 -22.470664750879006 -26.073664750879008 -28.912664750879006
6137 1237650369403093074 168.265388026611 -3.28431237857794 0.640144 0.359856 0.085128 0.00787 -9999.0 -9999.0 -19.9126 -22.0404 -22.8114 -23.1691 -23.4714 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6138 1237650369403093166 168.377363547462 -3.31345180523298 0.680251 0.319749 0.075172 0.011128 -9999.0 -9999.0 -18.8493 -20.4837 -21.1465 -21.4546 -21.7895 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6144 1237650369403224381 168.560351407154 -3.30389938108921 0.590022 0.409978 0.053931 0.028363 -9999.0 -9999.0 -17.7806 -18.042 -18.5432 -18.4219 -19.3971 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6167 1237650369403945325 170.198994573996 -3.3047899189164 0.767428 0.232572 0.013885 0.067557 -9999.0 -9999.0 -13.2798 -14.0606 -14.3601 -14.3343 -16.1304 -9999.0 -9999.0 -9999.0 -18.636468934375145 -19.012468934375143 -21.462468934375146 -25.120468934375147
6174 1237650369404272660 170.969588173271 -3.27717825084647 0.774943 0.225057 0.091144 0.025941 -15.899960741169151 -16.46256074116915 -17.6789 -19.3329 -19.6199 -19.8578 -19.7711 -21.518850741169153 -22.061850741169152 -22.904850741169152 -23.55985074116915 -23.962850741169152 -26.52585074116915 -29.71185074116915
6175 1237650369404272777 170.98739587775 -3.28608295900763 0.880788 0.119212 0.060709 0.012435 -9999.0 -9999.0 -18.0843 -19.8828 -20.5663 -20.8633 -21.0627 -21.27761547938841 -21.817615479388408 -22.818615479388406 -23.46361547938841 -23.689615479388408 -25.565615479388406 -28.145615479388407
6190 1237650369404928506 172.464023798618 -3.46627376671984 0.815783 0.184217 0.071155 0.022862 -16.507793112213236 -20.075593112213234 -17.9415 -18.5792 -18.883 -18.8598 -19.3411 -20.970343112213236 -21.929343112213232 -22.16434311221323 -22.79834311221323 -23.156343112213232 -25.557343112213232 -28.854343112213233
6191 1237650369404993687 172.609893421748 -3.34272441102361 0.989922 0.010078 0.080126 0.00925 -9999.0 -9999.0 -19.3641 -21.0351 -21.7672 -22.0945 -22.378 -9999.0 -9999.0 -9999.0 -23.025705286363674 -23.076705286363676 -25.442705286363676 -28.940705286363674
6192 1237650369404993688 172.609888636649 -3.34272889045981 0.991268 0.008732 0.080126 0.00925 -9999.0 -9999.0 -19.3641 -21.0351 -21.7672 -22.0945 -22.378 -20.698705286363673 -21.514705286363675 -22.743705286363674 -22.800705286363673 -23.151705286363672 -26.672705286363673 -28.889705286363675
6193 1237650369404993689 172.609888636649 -3.34272889045981 0.991268 0.008732 0.080126 0.00925 -9999.0 -9999.0 -19.3641 -21.0351 -21.7672 -22.0945 -22.378 -21.427705286363675 -22.042705286363674 -22.650705286363674 -23.551705286363674 -23.869705286363676 -25.326705286363676 -28.804705286363674
6197 1237650369405255795 173.313018251998 -3.3998723537164 0.841514 0.158486 0.063303 0.00874 -16.92662867140092 -17.05602867140092 -18.9097 -21.5596 -22.1781 -22.573 -22.804 -9999.0 -9999.0 -9999.0 -21.17345867140092 -21.54645867140092 -25.295458671400922 -28.34645867140092
6201 1237650369405255888 173.276892346583 -3.38537643128408 0.923067 0.076933 0.092551 0.010064 -9999.0 -9999.0 -18.7799 -20.6508 -21.3916 -21.7748 -21.9948 -9999.0 -9999.0 -9999.0 -23.03018823772851 -23.01818823772851 -25.71318823772851 -29.21918823772851
6202 1237650369405255943 173.245347582806 -3.36380881305065 0.75049 0.24951 0.074849 0.022885 -16.11840498985708 -16.03876498985708 -18.1604 -19.814 -20.0167 -20.1905 -20.2942 -9999.0 -9999.0 -9999.0 -21.23083498985708 -21.48883498985708 -25.35283498985708 -29.31283498985708
6207 1237650369405452567 173.749603027056 -3.35815814404497 0.867548 0.132452 0.078198 0.027239 -9999.0 -9999.0 -17.9806 -18.7114 -18.8975 -18.9169 -18.9067 -9999.0 -9999.0 -9999.0 -21.946924740613166 -21.879924740613166 -25.176924740613167 -28.917924740613167
6210 1237650369405649146 174.149150587467 -3.45073242476783 0.866687 0.133313 0.070777 0.024864 -9999.0 -9999.0 -18.0292 -18.8011 -19.0664 -19.0902 -19.1829 -9999.0 -9999.0 -9999.0 -22.15220317003077 -22.42520317003077 -25.116203170030772 -28.58820317003077
6214 1237650369405715051 174.366277285843 -3.34410096517141 0.906573 0.093427 0.088406 0.04138 -9999.0 -9999.0 -17.5749 -19.0495 -19.425 -19.37 -19.5175 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6215 1237650369405780138 174.407408855566 -3.35947377295809 0.868008 0.131992 0.075511 0.007852 -15.565024566276374 -9999.0 -19.6401 -21.15 -21.8921 -22.2389 -22.5163 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6216 1237650369405780196 174.47575176272 -3.43057531305781 0.86885 0.13115 0.040456 0.010021 -9999.0 -9999.0 -19.0355 -20.7074 -21.3887 -21.7823 -22.0022 -9999.0 -9999.0 -9999.0 -19.27761594647565 -19.89161594647565 -24.275615946475646 -27.42061594647565
6218 1237650369405845549 174.574902222603 -3.35437488311689 0.692351 0.307649 0.024454 0.006615 -14.245298026153126 -13.895238026153127 -17.9401 -19.2583 -19.7913 -20.0477 -20.0761 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6240 1237650369409253515 182.423122300279 -3.45141006163374 0.666063 0.333937 0.07033 0.014726 -9999.0 -9999.0 -19.5088 -21.1976 -21.8908 -22.203 -22.5306 -20.82276682371862 -21.44276682371862 -22.036766823718622 -22.58776682371862 -22.79076682371862 -24.64576682371862 -28.26576682371862
6246 1237650369409449990 182.805230834965 -3.39288014103081 0.584818 0.415182 0.0101 0.036535 -11.508199182232962 -9999.0 -8.72896 -18.3246 -19.1721 -19.8124 -19.45 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6247 1237650369409450067 182.866066212249 -3.43367975003962 0.793482 0.206518 0.046868 0.011193 -9999.0 -9999.0 -19.1823 -20.6861 -21.338 -21.6831 -21.8851 -20.478203768061476 -21.349203768061475 -21.811203768061475 -22.454203768061475 -22.714203768061473 -24.059203768061476 -27.801203768061477
6252 1237650369409581631 183.198693739087 -3.46488962892702 0.707581 0.292419 0.092197 0.052251 -9999.0 -9999.0 -17.3182 -18.0956 -18.2574 -18.1803 -17.8169 -22.786345599071357 -23.401345599071355 -23.586345599071358 -24.471345599071356 -24.568345599071357 -26.275345599071358 -29.24134559907136
6254 1237650369409777974 183.591470531214 -3.4809656841962 0.646186 0.353814 0.081783 0.043132 -17.229751847211844 -17.691971847211846 -17.7621 -18.7071 -18.9757 -19.7563 -17.8122 -21.986631847211846 -22.534631847211845 -23.167631847211844 -23.745631847211847 -23.972631847211844 -26.549631847211845 -29.121631847211845
6257 1237650369409843505 183.7167206402 -3.47812513062015 0.607234 0.392766 0.079082 0.026676 -9999.0 -9999.0 -18.3969 -19.4087 -19.9869 -20.2195 -19.992 -9999.0 -9999.0 -9999.0 -22.231661474009712 -22.763661474009712 -25.59966147400971 -28.776661474009714
6259 1237650369409974398 184.025895575154 -3.52114303492783 0.79943 0.20057 0.083945 0.042278 -9999.0 -9999.0 -16.753 -18.3671 -18.7213 -19.0305 -18.1762 -21.25351614406973 -21.970516144069734 -22.426516144069733 -23.135516144069733 -23.490516144069733 -25.790516144069734 -28.821516144069733
6260 1237650369409974411 184.026913749193 -3.5037542951055 0.620826 0.379174 0.082337 0.018012 -9999.0 -17.522679271831397 -19.6421 -20.974 -21.5873 -21.8642 -22.075 -9999.0 -9999.0 -9999.0 -22.379119271831396 -22.809119271831396 -26.830119271831393 -29.370119271831395
6261 1237650369409974439 184.083099510223 -3.41361816406741 0.926915 0.073085 0.072107 0.012256 -9999.0 -9999.0 -19.1832 -21.0473 -21.7004 -22.0664 -22.251 -9999.0 -9999.0 -9999.0 -21.430646327459094 -22.009646327459095 -25.070646327459094 -28.738646327459094
6262 1237650369409974440 184.083093169667 -3.4136240664178 0.860523 0.139477 0.072107 0.012256 -9999.0 -9999.0 -19.1832 -21.0473 -21.7004 -22.0664 -22.251 -9999.0 -9999.0 -9999.0 -22.801646327459096 -22.948646327459095 -25.130646327459097 -28.627646327459097
6263 1237650369409974441 184.083093169667 -3.4136240664178 0.860523 0.139477 0.072107 0.012256 -16.342696327459095 -17.272786327459094 -19.1832 -21.0473 -21.7004 -22.0664 -22.251 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6264 1237650369410039902 184.183669910718 -3.43026965230963 0.626912 0.373088 0.042821 0.011574 -9999.0 -9999.0 -19.5737 -21.0386 -21.6586 -21.9996 -22.1483 -9999.0 -9999.0 -9999.0 -18.950729049256033 -19.91172904925603 -24.477729049256034 -27.437729049256035
6265 1237650369410039903 184.183662423399 -3.43027461571939 0.622982 0.377018 0.042821 0.011574 -9999.0 -9999.0 -19.5737 -21.0386 -21.6586 -21.9996 -22.1483 -9999.0 -9999.0 -9999.0 -21.428729049256035 -21.31772904925603 -23.883729049256033 -27.538729049256034
6266 1237650369410039904 184.183662423399 -3.43027461571939 0.622982 0.377018 0.042821 0.011574 -9999.0 -14.675689049256032 -19.5737 -21.0386 -21.6586 -21.9996 -22.1483 -21.60672904925603 -22.319729049256033 -22.693729049256035 -23.46672904925603 -23.465729049256034 -24.361729049256034 -27.874729049256032
6268 1237650369410433220 185.174237316506 -3.37358714619895 0.520561 0.479439 0.072289 0.013196 -16.252365957459567 -16.878125957459567 -19.2591 -20.2838 -20.7014 -20.8448 -21.0322 -21.184395957459564 -21.825395957459563 -22.397395957459565 -23.217395957459566 -23.508395957459562 -25.941395957459562 -28.61539595745956
6270 1237650369410498578 185.221792733277 -3.42948338188665 0.654192 0.345808 0.072971 0.008797 -9999.0 -9999.0 -20.2408 -21.6222 -22.2527 -22.5865 -22.7457 -21.21181876833397 -21.74581876833397 -23.224818768333968 -23.29281876833397 -23.54481876833397 -25.18481876833397 -28.68581876833397
6273 1237650369410498944 185.209904222716 -3.53477745814249 0.826417 0.173583 0.093961 0.05369 -16.342623422948783 -9999.0 -17.5838 -18.781 -18.9232 -19.3152 -19.6248 -22.020093422948783 -22.68609342294878 -22.755093422948782 -23.33809342294878 -23.63209342294878 -25.54609342294878 -29.15809342294878
6276 1237650369410695380 185.771089613499 -3.41247924293164 0.898311 0.101689 0.070845 0.009055 -9999.0 -17.46502164766988 -19.1633 -20.7415 -21.4432 -21.801 -22.0105 -22.340391647669875 -22.99739164766988 -23.310391647669878 -24.05239164766988 -24.185391647669878 -26.425391647669876 -28.775391647669878
6277 1237650369410695381 185.771087911849 -3.41249483126463 0.914666 0.085334 0.070845 0.009055 -14.110131647669876 -14.252131647669875 -19.1633 -20.7415 -21.4432 -21.801 -22.0105 -22.31739164766988 -21.874391647669878 -22.54939164766988 -22.82339164766988 -23.138391647669877 -25.367391647669876 -29.07039164766988
6278 1237650369410695382 185.771087911849 -3.41249483126463 0.914666 0.085334 0.070845 0.009055 -16.033571647669874 -16.430251647669877 -19.1633 -20.7415 -21.4432 -21.801 -22.0105 -21.096391647669876 -21.843391647669876 -22.966391647669877 -23.029391647669875 -23.18039164766988 -25.13139164766988 -28.938391647669874
6280 1237650369410760795 185.886113350818 -3.36075665424057 0.675564 0.324436 0.083654 0.011836 -9999.0 -9999.0 -20.137 -21.5444 -22.3492 -22.6693 -22.9766 -9999.0 -9999.0 -9999.0 -21.752541995601355 -21.551541995601355 -25.686541995601353 -29.51654199560135
6282 1237650369410761024 185.928184304716 -3.52916600286617 0.714578 0.285422 0.075887 0.025336 -9999.0 -18.359857071624447 -17.8696 -18.8448 -19.1958 -19.2654 -20.5299 -22.626307071624446 -23.365307071624446 -23.700307071624444 -24.853307071624446 -24.916307071624445 -28.719307071624446 -31.453307071624444
6289 1237650369411088592 186.598947732634 -3.52015498517996 0.624504 0.375496 0.044597 0.030862 -9999.0 -9999.0 -16.7415 -17.8666 -18.0504 -18.0966 -17.7417 -19.591776205555586 -20.559776205555586 -21.386776205555584 -22.034776205555588 -22.320776205555585 -24.440776205555586 -27.289776205555583
6291 1237650369411154095 186.82657451471 -3.34786490557464 0.930479 0.069521 0.058793 0.01126 -9999.0 -9999.0 -18.6605 -19.9838 -20.5955 -20.8732 -21.1457 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6292 1237650369411154096 186.82657451471 -3.34786490557464 0.930479 0.069521 0.058793 0.01126 -9999.0 -9999.0 -18.6605 -19.9838 -20.5955 -20.8732 -21.1457 -9999.0 -9999.0 -9999.0 -22.04402361145481 -22.66202361145481 -25.333023611454813 -28.11602361145481
6293 1237650369411219629 186.8418076515 -3.45156361694336 0.79466 0.20534 0.07958 0.007135 -9999.0 -9999.0 -18.8367 -21.177 -21.8997 -22.2902 -22.4741 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6294 1237650369411219630 186.841800699278 -3.45157295160658 0.775142 0.224858 0.07958 0.007135 -9999.0 -9999.0 -18.8367 -21.177 -21.8997 -22.2902 -22.4741 -21.38703960733582 -22.17303960733582 -23.006039607335822 -23.68303960733582 -23.92203960733582 -25.74003960733582 -29.20703960733582
6295 1237650369411219631 186.841800699278 -3.45157295160658 0.775142 0.224858 0.07958 0.007135 -9999.0 -9999.0 -18.8367 -21.177 -21.8997 -22.2902 -22.4741 -20.75403960733582 -21.70303960733582 -22.270039607335818 -22.76803960733582 -23.073039607335822 -25.822039607335817 -28.85203960733582
6296 1237650369411285260 186.998494142824 -3.53310848366969 0.80557 0.19443 0.003742 0.029747 -9999.0 -9999.0 -10.4863 -11.3602 -11.5405 -12.0616 -10.9154 -14.022411503073304 -14.936411503073302 -15.496411503073304 -16.522411503073304 -16.651411503073305 -18.906411503073304 -22.117411503073303
6302 1237650369411481935 187.458525133839 -3.37410264210391 0.754047 0.245953 0.081637 0.036984 -9999.0 -9999.0 -16.7441 -18.4964 -18.7324 -18.9021 -20.0632 -9999.0 -9999.0 -9999.0 -22.895533679672255 -23.414533679672253 -27.240533679672254 -29.55553367967225
6317 1237650369411940503 188.634591101513 -3.42828413632044 0.612978 0.387022 0.075191 0.012962 -9999.0 -9999.0 -19.7546 -21.2423 -21.8912 -22.2252 -22.4638 -21.13825023052568 -21.97525023052568 -22.49025023052568 -23.179250230525682 -23.554250230525682 -26.148250230525683 -28.986250230525684
6327 1237650369412399366 189.564304548533 -3.35014157794155 0.503492 0.496508 0.064363 0.018613 -9999.0 -9999.0 -18.0142 -19.0823 -19.4243 -19.5836 -20.1084 -22.523143607312715 -23.157143607312715 -23.733143607312716 -24.151143607312715 -24.217143607312714 -25.752143607312714 -28.959143607312715
6329 1237650369412530438 189.853662246913 -3.4729300508326 0.661618 0.338382 0.084427 0.039254 -9999.0 -9999.0 -17.4188 -18.6739 -19.0417 -18.9619 -19.2059 -23.14266646837265 -23.77666646837265 -24.35266646837265 -24.77066646837265 -24.83666646837265 -26.37166646837265 -29.57866646837265
6347 1237650369413185807 191.408829487768 -3.41654919759059 0.937107 0.062893 0.090313 0.038062 -9999.0 -15.272535755136817 -18.459 -17.9054 -18.0779 -18.029 -18.4536 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6348 1237650369413317016 191.709982247391 -3.32341231558818 0.716203 0.283797 0.067789 0.047013 -15.541183589856322 -9999.0 -16.8358 -17.5664 -17.8971 -17.7845 -17.549 -20.709993589856325 -21.68099358985632 -22.327993589856323 -23.112993589856323 -23.50399358985632 -25.667993589856323 -28.838993589856322
6349 1237650369413317017 191.709982247391 -3.32341231558818 0.716203 0.283797 0.067789 0.047013 -16.562363589856325 -17.40670358985632 -16.8358 -17.5664 -17.8971 -17.7845 -17.549 -21.918993589856324 -22.602993589856325 -23.168993589856324 -24.136993589856324 -24.672993589856326 -27.571993589856323 -29.952993589856323
6352 1237650369413447731 192.056824390548 -3.33273666422779 0.657551 0.342449 0.06556 0.013187 -14.256298992205313 -14.128978992205312 -20.512 -21.1787 -21.3487 -21.338 -21.4158 -9999.0 -9999.0 -9999.0 -21.87798899220531 -21.94898899220531 -24.94298899220531 -28.52998899220531
6358 1237650369413579033 192.374648005031 -3.52989486148708 0.736605 0.263395 0.098463 0.04244 -9999.0 -9999.0 -19.0722 -18.7929 -19.123 -19.0561 -19.1104 -9999.0 -9999.0 -9999.0 -23.845310590005695 -23.997310590005696 -26.270310590005693 -29.344310590005694
6359 1237650369413579034 192.374648005031 -3.52989486148708 0.736605 0.263395 0.098463 0.04244 -9999.0 -16.589600590005695 -19.0722 -18.7929 -19.123 -19.0561 -19.1104 -23.079310590005697 -23.788310590005693 -24.150310590005695 -24.789310590005694 -24.936310590005696 -25.903310590005695 -29.512310590005697
6367 1237650369414103210 193.56824161353 -3.39197152804674 0.704615 0.295385 0.076086 0.01467 -9999.0 -16.181223715447224 -19.8194 -20.9759 -21.6653 -21.8809 -22.1336 -23.025293715447226 -23.699293715447226 -24.004293715447226 -24.766293715447226 -24.836293715447226 -25.400293715447226 -29.293293715447223
6368 1237650369414103212 193.56823960762 -3.39197546137992 0.800544 0.199456 0.076086 0.01467 -16.161833715447223 -15.897123715447226 -19.8194 -20.9759 -21.6653 -21.8809 -22.1336 -21.328293715447224 -22.054293715447223 -23.02429371544722 -23.620293715447225 -24.198293715447225 -26.655293715447222 -28.735293715447224
6373 1237650369414234801 193.835872415028 -3.40698675724032 0.85647 0.14353 0.010327 0.074893 -9999.0 -11.686639449700634 -10.5643 -12.4017 -12.4856 -12.8839 -11.0206 -9999.0 -9999.0 -9999.0 -18.020729449700635 -18.393729449700636 -21.671729449700635 -24.674729449700635
6376 1237650369414430925 194.301754193445 -3.51593496301759 0.691822 0.308178 0.073867 0.036533 -9999.0 -15.206524411445677 -15.7496 -18.4362 -19.192 -18.9747 -18.8735 -9999.0 -9999.0 -9999.0 -22.13967441144568 -22.209674411445675 -25.565674411445677 -28.906674411445678
6377 1237650369414496272 194.360323338959 -3.49089391337589 0.813529 0.186471 0.025011 0.007497 -9999.0 -13.829117505613242 -19.7181 -21.4986 -22.1906 -22.5538 -22.7321 -20.16158750561324 -20.818587505613245 -20.956587505613243 -21.288587505613243 -21.40258750561324 -23.14958750561324 -26.500587505613243
6384 1237650369414758450 195.034381367147 -3.5094025098097 0.83958 0.16042 0.074131 0.011963 -9999.0 -16.68265025766599 -17.9991 -19.9924 -20.6455 -20.9465 -21.3275 -23.45582025766599 -24.21982025766599 -24.47482025766599 -25.37082025766599 -25.32582025766599 -25.54782025766599 -29.057820257665988
6385 1237650369414758663 195.051331238165 -3.40749392805913 0.537322 0.462678 0.073768 0.01599 -9999.0 -16.038602539895948 -19.7033 -20.0134 -20.3426 -20.2686 -20.5095 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6388 1237650369414889660 195.281422972561 -3.44793273024519 0.689799 0.310201 0.08064 0.006305 -9999.0 -16.737790081923972 -19.9508 -22.245 -23.0404 -23.409 -23.636 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6389 1237650369414889664 195.281419025178 -3.44793452670346 0.610722 0.389278 0.08064 0.006305 -9999.0 -16.78747008192397 -19.9508 -22.245 -23.0404 -23.409 -23.636 -9999.0 -9999.0 -9999.0 -22.69736008192397 -23.158360081923973 -26.140360081923973 -29.31936008192397
6398 1237650369415020656 195.56200298118 -3.49640968022559 0.782847 0.217153 0.094666 0.007986 -9999.0 -9999.0 -19.7008 -21.8221 -22.5853 -22.8767 -23.0505 -21.304360159280858 -22.09336015928086 -23.019360159280858 -23.353360159280857 -23.504360159280857 -25.931360159280857 -29.577360159280857
6402 1237650369415020796 195.552925269297 -3.30199521259899 0.50556 0.49444 0.05385 0.021812 -9999.0 -9999.0 -17.8151 -19.3456 -19.7192 -19.8933 -19.9997 -9999.0 -9999.0 -9999.0 -20.44366386512805 -20.620663865128048 -24.584663865128046 -27.951663865128047
6405 1237650369415086134 195.804153183319 -3.39598990024634 0.934775 0.065225 0.086679 0.042798 -9999.0 -9999.0 -17.9118 -19.7512 -20.3305 -20.7349 -20.3381 -21.1221758796916 -21.8101758796916 -22.9381758796916 -23.1951758796916 -23.527175879691598 -25.6381758796916 -29.5251758796916
6406 1237650369415151759 195.946866551899 -3.3023459520715 0.574619 0.425381 0.094074 0.036802 -9999.0 -9999.0 -17.377 -19.1526 -19.666 -19.9368 -20.3584 -21.310869248041534 -21.99886924804153 -23.12686924804153 -23.383869248041535 -23.715869248041532 -25.826869248041533 -29.713869248041533
6407 1237650369415151769 195.964646967395 -3.45446923099168 0.879758 0.120242 0.074701 0.009195 -9999.0 -9999.0 -20.0257 -22.5609 -23.3675 -23.7204 -23.8323 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6408 1237650369415151887 195.866075500532 -3.35930842828202 0.580428 0.419572 0.081976 0.02557 -9999.0 -17.29418860145678 -18.0184 -18.9984 -19.539 -19.6742 -19.9832 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6410 1237650369415217258 196.009783562209 -3.33957534973176 0.65116 0.34884 0.080063 0.009337 -9999.0 -9999.0 -19.8987 -21.734 -22.4912 -22.7922 -23.0831 -21.37590291269975 -22.355902912699754 -22.30590291269975 -23.11690291269975 -23.31490291269975 -26.538902912699754 -29.246902912699753
6411 1237650369415217299 196.050730703728 -3.45220832218949 0.559152 0.440848 0.08693 0.007538 -9999.0 -9999.0 -19.1042 -21.3476 -22.0866 -22.4448 -22.6794 -22.21482716787446 -22.99282716787446 -23.70882716787446 -24.26482716787446 -24.538827167874462 -25.92182716787446 -29.035827167874462
6412 1237650369415217300 196.050730748198 -3.45220966509052 0.549735 0.450265 0.08693 0.007538 -9999.0 -9999.0 -19.1042 -21.3476 -22.0866 -22.4448 -22.6794 -21.564827167874462 -22.544827167874463 -22.494827167874462 -23.30582716787446 -23.503827167874462 -26.727827167874462 -29.435827167874464
6416 1237650369415282892 196.242849408491 -3.32121095622762 0.694763 0.305237 0.084204 0.00971 -9999.0 -9999.0 -19.5651 -21.0673 -21.7752 -22.0901 -22.3489 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6417 1237650369415282893 196.242841258748 -3.32121744270058 0.650378 0.349622 0.084204 0.00971 -9999.0 -9999.0 -19.5651 -21.0673 -21.7752 -22.0901 -22.3489 -9999.0 -9999.0 -9999.0 -22.24359130528147 -22.248591305281472 -25.519591305281473 -29.053591305281472
6419 1237650369415283033 196.247592540756 -3.34922867489772 0.535556 0.464444 0.083185 0.03704 -9999.0 -9999.0 -17.3948 -18.2766 -18.8384 -18.486 -18.2294 -9999.0 -9999.0 -9999.0 -23.465634430200822 -23.769634430200824 -25.380634430200825 -29.841634430200827
6420 1237650369415283059 196.272677481756 -3.41127137216252 0.602016 0.397984 0.047478 0.019418 -9999.0 -9999.0 -17.2119 -18.1178 -18.4874 -18.542 -18.8418 -9999.0 -9999.0 -9999.0 -21.918241645437064 -22.14824164543706 -24.20924164543706 -27.745241645437062
6422 1237650369415348371 196.363108311439 -3.37286035105872 0.961183 0.038817 0.089664 0.022265 -9999.0 -9999.0 -18.5291 -20.4778 -21.0147 -21.3141 -21.4489 -21.59311653227123 -22.202116532271233 -22.832116532271233 -23.52611653227123 -23.820116532271232 -26.192116532271232 -29.286116532271233
6423 1237650369415348378 196.373152870625 -3.44787691396206 0.834842 0.165158 0.088669 0.008645 -9999.0 -9999.0 -19.294 -21.1948 -21.9078 -22.2884 -22.5116 -21.96141393310608 -22.816413933106077 -23.325413933106077 -23.90841393310608 -24.12241393310608 -25.92441393310608 -28.94341393310608
6424 1237650369415348379 196.373141135973 -3.44788677478682 0.690304 0.309696 0.088669 0.008645 -9999.0 -9999.0 -19.294 -21.1948 -21.9078 -22.2884 -22.5116 -9999.0 -9999.0 -9999.0 -23.18441393310608 -23.62241393310608 -26.883413933106077 -29.628413933106078
6425 1237650369415348470 196.321497869474 -3.29706445290215 0.790256 0.209744 0.062475 0.030515 -9999.0 -9999.0 -16.3755 -18.1015 -18.3154 -18.0716 -18.7171 -23.712597467443004 -24.331597467443004 -24.622597467443 -25.632597467443002 -25.568597467443002 -26.190597467443002 -29.034597467443003
6444 1237650369416134817 198.207641914973 -3.47090961912584 0.99023 0.00977 0.070623 0.007636 -16.89483945872083 -17.001669458720833 -19.321 -20.9341 -21.6978 -22.0568 -22.2432 -9999.0 -9999.0 -9999.0 -21.818239458720832 -22.228239458720832 -25.26123945872083 -28.80023945872083
6449 1237650369416265841 198.417490408411 -3.28886588802963 0.794436 0.205564 0.07784 0.020044 -15.34271287198728 -16.604132871987282 -19.7494 -20.3695 -20.832 -20.9681 -21.254 -21.23642287198728 -22.13942287198728 -22.691422871987278 -23.60042287198728 -24.22842287198728 -27.54842287198728 -29.85542287198728
6458 1237650369416790368 199.712098191461 -3.43317109585964 0.564777 0.435223 0.086663 0.02198 -9999.0 -9999.0 -17.7704 -18.8783 -19.2271 -19.3832 -19.3573 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0
6466 1237650369417379892 200.991662539773 -3.38192191627394 0.908387 0.091613 0.0994 0.01698 -9999.0 -9999.0 -18.2122 -21.8713 -22.6444 -22.7275 -23.1691 -9999.0 -9999.0 -9999.0 -23.176243493445902 -23.5122434934459 -26.092243493445903 -29.794243493445904
